timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,roll,azimuth,filtered_accel_x,filtered_accel_y,filtered_accel_z,device_state
1772124428197,0.66759327,3.80231478,8.96190053,-0.001530568,0.00116276,0.010393425,22.933377,3.922946,0.0,0.6366883,3.59973858,8.51477347,STATIONARY
1772124428199,0.71005371,3.83573133,8.9567689,-0.002267512,0.002685819,0.010860747,23.118124,4.168023,0.0,0.65942123,3.64335692,8.50162767,STATIONARY
1772124428201,0.66918326,4.00892832,8.93236056,-0.000873281,0.001364607,0.016189978,24.111156,3.910005,0.0,0.63370397,3.79694469,8.47818495,STATIONARY
1772124428203,0.64222615,3.96476534,8.95707886,-0.002540882,-0.000573815,0.013660879,23.821795,3.751199,0.0,0.60868443,3.78031436,8.50964271,STATIONARY
1772124428205,0.68702937,4.00296733,8.99499259,-0.002209529,-0.002621595,0.015047473,23.928265,3.991694,0.0,0.64746265,3.81442513,8.54362196,STATIONARY
1772124428207,0.73654523,3.91276048,8.94289459,-0.00145721,-0.00200871,0.017357173,23.55965,4.315066,0.0,0.68351958,3.71789405,8.49296775,STATIONARY
1772124428209,0.77919131,4.01377182,8.96115027,-0.003230082,-0.004060977,0.016640175,24.047595,4.537229,0.0,0.7400747,3.81148619,8.50388768,STATIONARY
1772124428211,0.67233368,3.99856872,8.95979905,-0.003552585,-0.002232556,0.015643421,23.990387,3.920048,0.0,0.65027113,3.80176835,8.51863862,STATIONARY
1772124428213,0.62513464,3.99625252,8.9054734,-0.003680011,-0.000661265,0.016583068,24.115181,3.664446,0.0,0.59880641,3.77592601,8.4507776,STATIONARY
1772124428215,0.64350105,3.9316694,8.86682667,-0.004020515,-4.457e-05,0.01637996,23.857421,3.795687,0.0,0.61823376,3.72937713,8.4213626,STATIONARY
1772124428217,0.59844684,3.88728663,8.93370372,-0.004828691,0.002708859,0.017286941,23.468219,3.514951,0.0,0.57011937,3.68786769,8.47551095,STATIONARY
1772124428219,0.6640414,3.92582314,8.95046062,-0.003786792,0.004366269,0.015779444,23.625276,3.886845,0.0,0.63331796,3.7304401,8.49602994,STATIONARY
1772124428221,0.67834084,3.90252917,8.91935391,-0.000927523,0.005745239,0.016211443,23.570443,3.985661,0.0,0.64338307,3.69362655,8.47582396,STATIONARY
1772124428223,0.70330024,3.87704406,8.91906656,-0.001927153,0.004472407,0.013398686,23.429329,4.136239,0.0,0.66895953,3.66362094,8.461592,STATIONARY
1772124428225,0.72767175,3.86463582,8.9170456,-0.004482409,0.002784749,0.011161606,23.362547,4.282029,0.0,0.69391158,3.6700831,8.47192884,STATIONARY
1772124428227,0.68856663,3.96719956,8.93759697,-0.001162954,0.004407371,0.006759676,23.872561,4.027908,0.0,0.65718653,3.7651919,8.4834783,STATIONARY
1772124428229,0.77369233,3.97480736,8.95666298,-0.001584854,0.005756917,0.006801461,23.851931,4.514483,0.0,0.72046809,3.78071337,8.50779211,STATIONARY
1772124428231,0.72245574,3.98281878,9.00185315,-0.003088384,0.006196836,0.007194764,23.798739,4.197614,0.0,0.69836075,3.80162604,8.54325683,STATIONARY
1772124428233,0.73311807,4.00042759,9.02449305,-0.000977036,0.008138579,0.007439777,23.837283,4.247373,0.0,0.69720923,3.80458845,8.59411194,STATIONARY
1772124428235,0.73779828,3.95620023,9.03989646,-9.7879e-05,0.011865411,0.008943722,23.566225,4.275999,0.0,0.69087361,3.77159779,8.57588577,STATIONARY
1772124428237,0.71370353,3.99291656,9.07118375,0.000585538,0.01094907,0.011724103,23.692818,4.118793,0.0,0.66843051,3.80809808,8.62165778,STATIONARY
1772124428239,0.71411461,3.93200731,9.06338184,-0.000558929,0.011356974,0.011595039,23.388196,4.134268,0.0,0.67162355,3.75379244,8.60129452,STATIONARY
1772124428241,0.68703002,3.88524776,9.09182667,-0.000195307,0.008337873,0.013778312,23.079787,3.974917,0.0,0.65381624,3.68611696,8.6443543,STATIONARY
1772124428243,0.65362105,3.83829506,9.10157624,0.002289462,0.006993652,0.01401393,22.813295,3.785778,0.0,0.60362745,3.63171469,8.64242068,STATIONARY
1772124428245,0.71792005,3.81648142,9.13778498,0.004683017,0.008390405,0.014274215,22.605686,4.146516,0.0,0.67854879,3.61917326,8.69846651,STATIONARY
1772124428247,0.75319649,3.81337606,9.13755049,0.003691129,0.008414107,0.011370243,22.583385,4.350118,0.0,0.71673098,3.63090953,8.68331189,STATIONARY
1772124428249,0.70740565,3.76448927,9.16012144,0.000411878,0.007454588,0.00912247,22.281118,4.085693,0.0,0.66081701,3.57293987,8.67914199,STATIONARY
1772124428251,0.78980072,3.7506718,9.13890764,-0.000562041,0.007025865,0.008646084,22.238815,4.571103,0.0,0.74420788,3.54707675,8.6826085,STATIONARY
1772124428253,0.82346392,3.75618637,9.14131281,-0.004379259,0.010245525,0.007295218,22.256596,4.762982,0.0,0.78455399,3.57222792,8.68231407,STATIONARY
1772124428255,0.7907856,3.7932617,9.09300448,-0.005640734,0.011883337,0.007108056,22.567477,4.588866,0.0,0.74916434,3.59616055,8.6425384,STATIONARY
1772124428257,0.82280872,3.84089757,9.09806364,-0.006702304,0.011610412,0.007238558,22.804346,4.762737,0.0,0.79046642,3.63571676,8.65999442,STATIONARY
1772124428259,0.76017577,3.86078403,9.08959618,-0.009260162,0.011523803,0.009846075,22.94148,4.401695,0.0,0.72326749,3.67966069,8.63822768,STATIONARY
1772124428261,0.68888841,3.82047344,9.09563123,-0.009096847,0.010030112,0.010115039,22.725609,3.9944,0.0,0.65273342,3.61876268,8.63377101,STATIONARY
1772124428263,0.62371409,3.83571695,9.09690034,-0.008052392,0.010533574,0.011683072,22.814708,3.614965,0.0,0.59961324,3.63926667,8.64649449,STATIONARY
1772124428265,0.63479525,3.8639331,9.07484052,-0.007324037,0.010412514,0.009343088,23.013229,3.682476,0.0,0.60427819,3.67311392,8.61624869,STATIONARY
1772124428267,0.67753926,3.86481994,9.06193351,-0.006029858,0.008240312,0.00660682,23.040168,3.934266,0.0,0.62748714,3.67135214,8.60437375,STATIONARY
1772124428269,0.70513115,3.84899285,9.03100261,-0.006276606,0.010942776,0.007496376,23.020858,4.108355,0.0,0.66477681,3.66392246,8.57797758,STATIONARY
1772124428271,0.71683053,3.84585173,9.05388647,-0.006531749,0.011752582,0.011289068,22.950154,4.167892,0.0,0.67386944,3.66384258,8.60191753,STATIONARY
1772124428273,0.75561599,3.82276989,9.0218187,-0.007347458,0.013794906,0.015192872,22.891736,4.409751,0.0,0.72032173,3.63220787,8.56661677,STATIONARY
1772124428275,0.75296757,3.79343252,9.02061779,-0.003688024,0.011009378,0.020335026,22.737179,4.399954,0.0,0.71249512,3.60142418,8.57227346,STATIONARY
1772124428277,0.76615724,3.87242219,9.01538016,-0.005745607,0.010293152,0.021202286,23.170555,4.464867,0.0,0.74177084,3.66027986,8.55578233,STATIONARY
1772124428279,0.79659327,3.85283023,8.98583482,-0.006902311,0.011456576,0.017304288,23.126948,4.657961,0.0,0.75500918,3.6603495,8.5360261,STATIONARY
1772124428281,0.7678852,3.88476768,8.96996293,-0.00509068,0.011432204,0.015321179,23.340584,4.491681,0.0,0.7192272,3.69050246,8.52564119,STATIONARY
1772124428283,0.73409458,3.85565464,8.97512397,-0.004369155,0.013026512,0.014929297,23.178849,4.297756,0.0,0.70622076,3.66735988,8.53698493,STATIONARY
1772124428285,0.73266071,3.85481421,8.96102824,-0.001335608,0.012437239,0.017655835,23.206981,4.295212,0.0,0.70249155,3.67177547,8.51977919,STATIONARY
1772124428287,0.73885105,3.84556455,8.97371938,-0.000120779,0.014428276,0.014451976,23.126897,4.327824,0.0,0.70246137,3.66213451,8.53348622,STATIONARY
1772124428289,0.76600451,3.88283733,8.97639448,0.001711635,0.013484988,0.017175416,23.315775,4.478381,0.0,0.74308895,3.6863777,8.53603437,STATIONARY
1772124428291,0.77953925,3.81741548,9.00507922,0.002070752,0.01392521,0.015701708,22.896207,4.556895,0.0,0.73034072,3.62872334,8.56374887,STATIONARY
1772124428293,0.84584282,3.8162194,8.99078119,0.002820472,0.014305079,0.013666233,22.908585,4.949499,0.0,0.81040882,3.60948447,8.54089185,STATIONARY
1772124428295,0.88444285,3.80219607,9.01119887,0.001965932,0.016352144,0.014307538,22.778676,5.167152,0.0,0.82744893,3.61310307,8.56159557,STATIONARY
1772124428297,0.87810247,3.76411823,8.96135183,0.005050276,0.016558629,0.011595682,22.686732,5.162183,0.0,0.85056539,3.56627521,8.48515075,STATIONARY
1772124428299,0.87285469,3.81389332,8.96746295,0.00253686,0.017814904,0.011206701,22.943085,5.118399,0.0,0.85418632,3.63254708,8.52727212,STATIONARY
1772124428301,0.88233098,3.82694589,8.94144209,0.002141202,0.018257378,0.011577953,23.070718,5.18362,0.0,0.82428752,3.618425,8.50003148,STATIONARY
1772124428303,0.92729415,3.77967596,8.96314635,0.003618172,0.017865352,0.007872599,22.75571,5.445393,0.0,0.886127,3.59142529,8.4901038,STATIONARY
1772124428305,0.90927285,3.72985421,8.99159978,0.004646489,0.017562835,0.002523024,22.426456,5.336352,0.0,0.86474712,3.54057234,8.53197353,STATIONARY
1772124428307,0.94736458,3.81117338,8.96914656,0.003865234,0.015796126,0.001667313,22.907447,5.552424,0.0,0.88962642,3.6246569,8.50639444,STATIONARY
1772124428309,1.02412297,3.76651677,8.97850319,0.003133097,0.016893689,0.001790583,22.626433,6.004491,0.0,0.96638288,3.57691504,8.5406764,STATIONARY
1772124428311,1.09772556,3.84959243,8.98212934,0.002564956,0.018893949,0.001639972,23.045789,6.409181,0.0,1.05112745,3.64305745,8.52093278,STATIONARY
1772124428313,1.1078221,3.86995135,8.97400845,0.001081546,0.016379396,0.001118836,23.170497,6.467252,0.0,1.04914215,3.6553892,8.53302954,STATIONARY
1772124428315,1.039756,3.9483073,8.98678992,0.004116226,0.014849472,0.005067787,23.578108,6.046559,0.0,0.98224361,3.7536539,8.53445834,STATIONARY
1772124428317,1.05877835,3.91134225,9.0442693,0.005565957,0.015248443,0.004523675,23.245125,6.132829,0.0,1.00011937,3.71803841,8.59482287,STATIONARY
1772124428319,0.97307814,3.93240334,9.0507582,0.005623042,0.013032718,0.00503251,23.364042,5.631624,0.0,0.93326993,3.73030157,8.61057193,STATIONARY
1772124428321,0.96566206,3.88178578,9.08720219,0.003160095,0.012300383,0.002276378,23.014763,5.581422,0.0,0.92347682,3.6805938,8.62875554,STATIONARY
1772124428323,1.07964202,3.92675912,9.044874,0.00243567,0.009540375,0.0030815,23.319993,6.248525,0.0,1.02153563,3.71724517,8.57537953,STATIONARY
1772124428325,1.05809572,3.90442631,9.01917905,0.003735817,0.011297912,0.005184925,23.26548,6.144855,0.0,1.0115668,3.70747945,8.58627723,STATIONARY
1772124428327,1.12482462,3.9841277,9.05103353,0.001047532,0.010699805,0.00693129,23.596884,6.489149,0.0,1.06654479,3.78698448,8.58140148,STATIONARY
1772124428329,1.08527377,4.02098742,9.03513839,0.000751081,0.017827781,0.004961097,23.838844,6.262584,0.0,1.02563576,3.81775388,8.58142664,STATIONARY
1772124428331,1.01714164,4.03798504,8.99314925,0.004336916,0.017643367,0.005159881,24.044622,5.890836,0.0,0.97065029,3.83472697,8.55029266,STATIONARY
1772124428333,1.05338308,4.04191463,8.98182114,0.00447232,0.018460487,0.005533668,24.082128,6.104535,0.0,0.99211854,3.85894369,8.52902674,STATIONARY
1772124428335,1.03838716,4.10814557,8.94703189,0.004755079,0.01911762,0.007601896,24.517797,6.02086,0.0,0.98822535,3.88904066,8.49465152,STATIONARY
1772124428337,0.96755739,4.1879231,8.96749246,0.004565143,0.014717353,0.012055353,24.906231,5.583533,0.0,0.91155064,3.98679598,8.52139991,STATIONARY
1772124428339,0.9938359,4.15099906,8.98929461,0.001326277,0.012219912,0.015643899,24.653934,5.731753,0.0,0.94321895,3.92972009,8.54825564,STATIONARY
1772124428341,0.95768153,4.14984424,8.96990918,0.000815277,0.007544835,0.013735388,24.703666,5.534598,0.0,0.89700945,3.96422781,8.51849689,STATIONARY
1772124428343,0.97682094,4.05993722,8.98246827,1.7766e-05,0.00613817,0.0120065,24.196075,5.659275,0.0,0.92491565,3.85236088,8.53433916,STATIONARY
1772124428345,1.00685091,4.02625966,8.96274786,-0.00210047,0.004366097,0.012963647,24.056634,5.850827,0.0,0.97196183,3.8213518,8.51954599,STATIONARY
1772124428347,0.96345855,4.04886861,8.90361062,-0.003670646,0.005096897,0.017036488,24.32798,5.625672,0.0,0.91122102,3.84982846,8.4798809,STATIONARY
1772124428349,0.98043859,4.04354786,8.92829754,-0.006991661,0.005555262,0.020059218,24.236562,5.7124,0.0,0.94770586,3.82432419,8.47533635,STATIONARY
1772124428351,0.94996507,3.98213845,8.92291638,-0.004645328,0.005134631,0.018976835,23.930417,5.552911,0.0,0.90108236,3.77411579,8.47161363,STATIONARY
1772124428353,0.96405981,3.83646919,8.92446434,-0.006331576,0.00445062,0.017261261,23.141661,5.667642,0.0,0.9240991,3.64738066,8.49369264,STATIONARY
1772124428355,0.93328379,3.8777646,8.90025889,-0.008242748,0.004071675,0.018507299,23.427829,5.4911,0.0,0.87808419,3.68429867,8.46547152,STATIONARY
1772124428357,0.96564708,3.81749182,8.8304389,-0.00437594,0.00329484,0.015158958,23.255549,5.73193,0.0,0.92727744,3.62317437,8.40647179,STATIONARY
1772124428359,0.97120926,3.78957379,8.88168614,-0.00383938,0.00428904,0.014533871,22.983962,5.743335,0.0,0.9332705,3.60827805,8.45119637,STATIONARY
1772124428361,0.97134371,3.8068458,8.88765552,-0.002272146,0.002565002,0.015080711,23.064022,5.736879,0.0,0.92350721,3.61982383,8.46282109,STATIONARY
1772124428363,1.00669432,3.7837718,8.94802183,-0.003744268,0.001697575,0.012135466,22.792646,5.915941,0.0,0.95541351,3.59123801,8.49310874,STATIONARY
1772124428365,0.99242422,3.90279414,8.92760837,-0.002073979,0.002406281,0.010642926,23.484166,5.81586,0.0,0.9584201,3.70303622,8.48668089,STATIONARY
1772124428367,0.96970618,3.91832279,8.92721583,-0.000394084,0.005271957,0.009728457,23.574149,5.680208,0.0,0.92596482,3.71954437,8.46527157,STATIONARY
1772124428369,1.01896652,3.84835976,8.93450907,-0.002167532,0.006056901,0.006460814,23.168776,5.979641,0.0,0.95452171,3.64269448,8.48047073,STATIONARY
1772124428371,1.03769522,3.7933066,8.90925502,-0.000789034,0.007604196,0.006905025,22.924109,6.116741,0.0,0.9869119,3.60601369,8.45590972,STATIONARY
1772124428373,0.98929026,3.800355,8.95424836,-0.002672402,0.010679478,0.004716057,22.872564,5.807127,0.0,0.94318798,3.60185031,8.50989428,STATIONARY
1772124428375,0.98881737,3.91646621,8.96361971,0.00022837,0.007556772,0.006037212,23.475044,5.77223,0.0,0.93365945,3.72639982,8.5086205,STATIONARY
1772124428377,1.00192356,3.89047112,8.9382558,0.002378558,0.005538641,0.005936546,23.390974,5.868251,0.0,0.9515989,3.70205141,8.48006014,STATIONARY
1772124428379,1.02652315,3.96357653,8.93707784,0.003526474,0.008435529,0.004381276,23.778343,5.993997,0.0,0.97586708,3.76297496,8.48603456,STATIONARY
1772124428381,0.95210691,3.96918236,8.91168447,-0.000561032,0.008291667,0.004030323,23.887137,5.574159,0.0,0.92385139,3.76654319,8.46664227,STATIONARY
1772124428383,0.94508421,3.95707973,8.95034783,-0.001153552,0.008852549,0.004489276,23.733668,5.5162,0.0,0.90140253,3.75920533,8.48595981,STATIONARY
1772124428385,0.89435223,3.87136623,8.96454662,-0.003090362,0.008948568,0.001588394,23.254152,5.233107,0.0,0.84845376,3.67414131,8.51398414,STATIONARY
1772124428387,0.92938719,3.79689609,8.94128074,-0.004880202,0.007110393,0.001513146,22.89785,5.465108,0.0,0.89305801,3.5794698,8.50768292,STATIONARY
1772124428389,0.93873077,3.75684486,8.96981414,-0.002671952,0.006990992,0.001570946,22.61451,5.513662,0.0,0.88995647,3.5629215,8.51564137,STATIONARY
