timestamp,touch_type,start_x,start_y,end_x,end_y,pressure,touch_size,duration_ms,velocity,acceleration,hold_duration_ms,touch_area
1773662311717,SWIPE_LEFT,653.69557,251.92394,256.25062,220.42713,1.0,1.0,110,3624.4639,287.4495,0,1.0
1773662312720,TAP,411.84681,1072.6635,411.84681,1072.6635,1.0,1.0,44,0.0,0.0,44,1.0
1773662313347,TAP,889.22496,275.82017,889.22496,275.82017,1.0,1.0,26,0.0,0.0,26,1.0
1773662317612,TAP,653.24609,272.77716,653.24609,272.77716,1.0,1.0,70,0.0,0.0,70,1.0
1773662316381,TAP,142.43671,1327.30669,142.43671,1327.30669,1.0,1.0,43,0.0,0.0,43,1.0
1773662315382,SWIPE_UP,804.29595,1160.76498,835.43413,923.62129,1.0,1.0,72,3321.934,315.9247,0,1.0
1773662315197,SWIPE_UP,717.68883,1158.74257,738.32246,874.31194,1.0,1.0,75,3802.3742,0,0,1.0
1773662317912,SCROLL,722.76841,1494.76388,730.59752,1429.53756,1.0,1.0,377,173.0141,185.5451,0,1.0
1773662321749,TAP,504.68573,959.99152,504.68573,959.99152,1.0,1.0,71,0.0,0.0,71,1.0
1773662325937,TAP,316.8924,1600.18895,316.8924,1600.18895,1.0,1.0,39,0.0,0.0,39,1.0
1773662318167,TAP,152.42972,956.79158,152.42972,956.79158,1.0,1.0,46,0.0,0.0,46,1.0
1773662328690,SCROLL,711.87259,1636.97573,717.26343,1400.6753,1.0,1.0,151,1564.9035,168.0718,0,1.0
1773662331589,TAP,707.77875,1701.71936,707.77875,1701.71936,1.0,1.0,63,0.0,0.0,63,1.0
1773662324366,TAP,59.46807,433.21554,59.46807,433.21554,1.0,1.0,46,0.0,0.0,46,1.0
1773662320383,TAP,427.14346,1502.31572,427.14346,1502.31572,1.0,1.0,39,0.0,0.0,39,1.0
1773662319232,TAP,283.2804,943.11733,283.2804,943.11733,1.0,1.0,30,0.0,0.0,30,1.0
1773662322965,TAP,466.4955,1086.09588,466.4955,1086.09588,1.0,1.0,17,0.0,0.0,17,1.0
1773662323770,TAP,111.0356,544.00217,111.0356,544.00217,1.0,1.0,26,0.0,0.0,26,1.0
1773662330545,TAP,742.39892,748.73492,742.39892,748.73492,1.0,1.0,44,0.0,0.0,44,1.0
1773662342098,SWIPE_UP,514.12276,1581.82501,505.02428,1329.34444,1.0,1.0,40,6316.1113,201.4748,0,1.0
1773662348497,TAP,852.53682,319.68093,852.53682,319.68093,1.0,1.0,15,0.0,0.0,15,1.0
1773662321419,TAP,263.86957,763.64507,263.86957,763.64507,1.0,1.0,45,0.0,0.0,45,1.0
1773662350569,TAP,231.97836,1781.88542,231.97836,1781.88542,1.0,1.0,44,0.0,0.0,44,1.0
1773662333199,TAP,280.08382,263.07534,280.08382,263.07534,1.0,1.0,50,0.0,0.0,50,1.0
1773662328085,TAP,616.15098,1594.59318,616.15098,1594.59318,1.0,1.0,56,0.0,0.0,56,1.0
1773662346117,TAP,872.32506,1075.92223,872.32506,1075.92223,1.0,1.0,26,0.0,0.0,26,1.0
1773662341175,TAP,784.20493,1686.97868,784.20493,1686.97868,1.0,1.0,25,0.0,0.0,25,1.0
1773662357941,TAP,395.60516,1591.53725,395.60516,1591.53725,1.0,1.0,38,0.0,0.0,38,1.0
1773662330449,SWIPE_UP,277.31463,1138.342,301.84063,837.95583,1.0,1.0,145,2078.5225,612.2213,0,1.0
1773662367310,TAP,882.3066,1610.80688,882.3066,1610.80688,1.0,1.0,21,0.0,0.0,21,1.0
1773662354587,TAP,598.75678,226.89928,598.75678,226.89928,1.0,1.0,74,0.0,0.0,74,1.0
1773662341539,TAP,838.32163,763.665,838.32163,763.665,1.0,1.0,57,0.0,0.0,57,1.0
1773662325605,TAP,302.81435,1537.77107,302.81435,1537.77107,1.0,1.0,62,0.0,0.0,62,1.0
1773662355376,SWIPE_RIGHT,820.13727,620.25606,1258.00474,613.44512,1.0,1.0,40,10948.0111,438.3917,0,1.0
1773662353775,LONG_PRESS,895.84344,1106.05795,895.84344,1106.05795,1.0,1.0,1222,0.0,0.0,1222,1.0
