timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124080150,3,1772124080150,1772124080194,44,0,104.90467,79.3302,18.5237,1
1772124080244,8,1772124080244,1772124080294,50,50,76.29403,112.84025,35.99166,1
1772124081051,2,1772124081051,1772124081084,33,757,107.30818,99.7226,34.39051,1
1772124081599,9,1772124081599,1772124081652,53,515,70.89394,92.28749,22.32716,1
1772124082269,4,1772124082269,1772124082324,55,617,50,92.07274,33.00246,1
1772124082374,6,1772124082374,1772124082412,38,50,75.25546,94.87067,29.83225,1
1772124084528,3,1772124084528,1772124084574,46,373,74.72315,106.14299,31.83844,2
1772124084882,8,1772124084882,1772124084956,74,308,108.70653,71.78724,42.48576,2
1772124085006,2,1772124085006,1772124085059,53,50,119.35714,108.43477,19.60668,2
1772124085109,9,1772124085109,1772124085156,47,50,75.50278,132.96445,1,2
1772124085707,4,1772124085707,1772124085736,29,551,137.79012,122.13087,34.16511,2
1772124086902,6,1772124086902,1772124086974,72,1166,71.58667,125.94561,17.86458,2
1772124088961,3,1772124088961,1772124088988,27,1282,78.15595,127.68099,20.49082,3
1772124089421,8,1772124089421,1772124089489,68,433,91.88416,135.48928,4.69569,3
1772124090623,2,1772124090623,1772124090660,37,1134,82.69314,137.41689,35.40883,3
1772124091423,9,1772124091423,1772124091469,46,763,100.503,100.18474,37.99151,3
1772124091519,4,1772124091519,1772124091546,27,50,98.73349,102.03391,32.93791,3
1772124092513,6,1772124092513,1772124092579,66,967,72.24739,77.3875,24.65866,3
1772124093934,3,1772124093934,1772124093990,56,493,74.60075,129.21672,63.55796,4
1772124095135,8,1772124095135,1772124095191,56,1145,98.29305,112.79755,33.82681,4
1772124096151,2,1772124096151,1772124096196,45,960,66.81038,98.57441,18.8662,4
1772124097102,9,1772124097102,1772124097146,44,906,70.03469,118.16597,42.59758,4
1772124097864,4,1772124097864,1772124097929,65,718,68.52132,76.25852,32.44764,4
1772124099342,6,1772124099342,1772124099385,43,1413,66.73547,124.15524,53.42936,4
1772124100587,3,1772124100587,1772124100656,69,100,121.52732,101.39588,21.71571,5
1772124100706,8,1772124100706,1772124100742,36,50,59.41741,98.64939,47.385,5
1772124100792,2,1772124100792,1772124100832,40,50,56.41934,97.20381,21.61529,5
1772124100882,9,1772124100882,1772124100942,60,50,81.61941,115.35777,23.11144,5
1772124100992,4,1772124100992,1772124101024,32,50,83.43794,92.61394,44.09488,5
1772124101074,6,1772124101074,1772124101119,45,50,84.22886,132.55844,41.66482,5
