timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,roll,azimuth,filtered_accel_x,filtered_accel_y,filtered_accel_z,device_state
1773662245312,0.4209156,6.2169287,8.8331672,-0.02432308,-0.00747614,0.00699526,35.107938,2.231562,0.0,0.4211714,6.2209284,8.8328765,STATIONARY
1773662245378,0.4276018,6.2161931,8.8475775,-0.02315788,-0.00458296,0.01133685,35.059946,2.264594,0.0,0.4275233,6.2202296,8.8465663,ON_TABLE
1773662245444,0.3223167,6.2727398,8.8397565,-0.026383,-0.00655013,0.01452142,35.34176,1.703255,0.0,0.3275024,6.273949,8.8391363,STATIONARY
1773662245510,0.3296725,6.2712085,8.81906,-0.02715781,-0.00476542,0.01454638,35.397633,1.74496,0.0,0.3344904,6.2724943,8.8194747,ON_TABLE
1773662245576,0.2776511,6.359099,8.8115173,-0.02545621,-0.00793153,0.01169247,35.803754,1.463651,0.0,0.2850701,6.3559902,8.8123091,ON_TABLE
1773662245642,0.3075477,6.3242948,8.7791518,-0.02451128,-0.0073613,0.0120516,35.751431,1.628152,0.0,0.3134719,6.3229262,8.7815619,STATIONARY
1773662245708,0.276058,6.3783473,8.7675583,-0.02446518,-0.00477213,0.01085235,36.022167,1.458517,0.0,0.2835566,6.3742761,8.7705481,STATIONARY
1773662245774,0.0984678,6.4762637,8.8033265,-0.02653781,-0.0090647,0.01445895,36.338756,0.516213,0.0,0.1148459,6.4672967,8.8045278,ON_TABLE
1773662245840,0.1225679,6.3814803,8.7907732,-0.02462459,-0.01146302,0.01155191,35.974351,0.646455,0.0,0.137741,6.3772524,8.7926022,STATIONARY
1773662245906,0.1112866,6.3831448,8.8202535,-0.02546327,-0.0057945,0.01301416,35.890784,0.585619,0.0,0.1270238,6.3788337,8.8206085,ON_TABLE
1773662245972,0.0480102,6.3768457,8.7988735,-0.02845337,-0.00951031,0.01362338,35.931728,0.253138,0.0,0.0669112,6.3728496,8.8002975,STATIONARY
1773662246038,0.1260912,6.2761239,8.8140984,-0.02922861,-0.01049983,0.01662095,35.450192,0.667652,0.0,0.1410881,6.2771638,8.8147612,ON_TABLE
