timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662316594,3,1773662316594,1773662316649,55,0,50.26018,141.14543,79.29411,1
1773662318504,8,1773662318504,1773662318576,72,1855,162.07551,36.98548,16.41381,1
1773662318606,2,1773662318606,1773662318655,49,30,81.21078,94.4896,44.99091,1
1773662318685,9,1773662318685,1773662318733,48,30,66.63621,132.72015,34.17292,1
1773662318763,4,1773662318763,1773662318815,52,30,95.69661,136.15134,32.57681,1
1773662318845,6,1773662318845,1773662318873,28,30,105.87125,104.022,30.41979,1
1773662319565,3,1773662319565,1773662319598,33,80,49.407,130.63448,48.68148,2
1773662320696,8,1773662320696,1773662320736,40,1098,78.62911,94.68833,11.45877,2
1773662320922,2,1773662320922,1773662320981,59,186,85.15494,98.73174,71.2784,2
1773662321224,9,1773662321224,1773662321289,65,243,54.9034,112.1236,43.64983,2
1773662321769,4,1773662321769,1773662321833,64,480,101.7469,107.53942,38.10745,2
1773662322369,6,1773662322369,1773662322399,30,536,111.51784,93.47041,53.16509,2
1773662324924,3,1773662324924,1773662324962,38,757,102.26539,124.02284,18.39895,3
1773662324992,8,1773662324992,1773662325030,38,30,112.68268,95.59893,14.29773,3
1773662325170,2,1773662325170,1773662325231,61,140,60.00196,107.05817,38.34141,3
1773662325261,9,1773662325261,1773662325314,53,30,87.67554,96.22888,18.80039,3
1773662326636,4,1773662326636,1773662326674,38,1322,108.42419,109.39356,24.01499,3
1773662328097,6,1773662328097,1773662328126,29,1423,68.21018,159.83122,38.22838,3
