timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124071142,3,1772124071142,1772124071206,64,0,141.85939,96.37275,40.58044,1
1772124071256,8,1772124071256,1772124071303,47,50,156.32085,98.75941,24.48409,1
1772124071575,2,1772124071575,1772124071609,34,272,120.35233,89.53028,26.51846,1
1772124072116,9,1772124072116,1772124072177,61,507,150.89853,97.88883,23.51841,1
1772124072227,4,1772124072227,1772124072262,35,50,153.86907,68.54913,11.26651,1
1772124072312,6,1772124072312,1772124072362,50,50,145.12683,91.39148,10.98494,1
1772124073595,3,1772124073595,1772124073648,53,713,141.44154,105.02065,25.73182,2
1772124075262,8,1772124075262,1772124075310,48,1614,155.38605,94.17097,33.07123,2
1772124076003,2,1772124076003,1772124076049,46,693,145.27902,85.52474,15.68237,2
1772124076633,9,1772124076633,1772124076651,18,584,138.63371,91.55228,55.18967,2
1772124076864,4,1772124076864,1772124076917,53,213,101.90619,118.9849,25.0668,2
1772124076967,6,1772124076967,1772124076996,29,50,138.77228,89.02352,27.58437,2
1772124077747,3,1772124077747,1772124077797,50,100,156.25978,74.09518,13.36926,3
1772124077847,8,1772124077847,1772124077893,46,50,116.82847,81.36465,26.08555,3
1772124080052,2,1772124080052,1772124080089,37,2159,135.03775,93.35231,13.83911,3
1772124080398,9,1772124080398,1772124080451,53,309,145.64428,58.85112,26.06736,3
1772124081399,4,1772124081399,1772124081443,44,948,136.00873,115.43235,38.02147,3
1772124082158,6,1772124082158,1772124082192,34,715,132.4565,99.35472,27.861,3
