timestamp,touch_type,start_x,start_y,end_x,end_y,pressure,touch_size,duration_ms,velocity,acceleration,hold_duration_ms,touch_area
1772124053466,SWIPE_UP,561.68212,1081.59093,559.07485,514.67012,1.0,1.0,50,11338.536,0,50,1.0
1772124056294,TAP,432.42217,351.17498,434.73903,353.72886,1.0,1.0,51,0.0,0.0,51,1.0
1772124054598,SWIPE_LEFT,369.91187,1136.90862,-60.68216,1173.05966,1.0,1.0,126,3429.4359,508.8363,126,1.0
1772124057204,TAP,645.42049,487.28351,648.05263,484.92186,1.0,1.0,43,0.0,0.0,43,1.0
1772124060606,SWIPE_LEFT,90.73284,866.0025,-320.58072,875.57178,1.0,1.0,50,8228.4973,279.3266,50,1.0
1772124061391,SWIPE_DOWN,459.49833,1272.41579,415.84405,1721.93994,1.0,1.0,96,4704.5715,0,96,1.0
1772124058386,SWIPE_UP,876.30073,1496.00961,870.28592,1211.58227,1.0,1.0,50,5689.8188,0,50,1.0
1772124072282,SWIPE_DOWN,593.64759,1594.58527,636.62501,1837.11754,1.0,1.0,50,4926.2139,0,50,1.0
1772124073098,TAP,405.44046,221.28736,402.98152,220.61202,1.0,1.0,67,0.0,0.0,67,1.0
1772124075903,SWIPE_UP,414.58244,1252.34735,450.06032,754.64862,1.0,1.0,50,9979.2326,308.9741,50,1.0
1772124074636,SWIPE_UP,781.81923,1186.79172,812.63138,710.52681,1.0,1.0,50,9545.2116,67.9245,50,1.0
1772124059681,SWIPE_LEFT,128.87162,416.18232,-128.36901,400.78304,1.0,1.0,87,2962.0821,342.4902,87,1.0
1772124066594,SWIPE_DOWN,219.39899,242.90447,229.78293,635.35135,1.0,1.0,53,7407.2496,129.998,53,1.0
1772124070119,SWIPE_DOWN,442.20963,1201.69464,450.3008,1717.69926,1.0,1.0,52,9924.3855,0,52,1.0
1772124084658,TAP,742.74903,437.06503,742.31921,435.89699,1.0,1.0,65,0.0,0.0,65,1.0
1772124088311,TAP,199.49494,443.87558,198.55571,445.86783,1.0,1.0,61,0.0,0.0,61,1.0
1772124074650,SWIPE_RIGHT,474.34028,1575.67431,849.90816,1576.36244,1.0,1.0,50,7511.3702,0,50,1.0
1772124085205,TAP,796.50569,826.77343,795.80576,828.55279,1.0,1.0,92,0.0,0.0,92,1.0
1772124093102,TAP,617.36889,1340.9485,618.36625,1343.19887,1.0,1.0,70,0.0,0.0,70,1.0
1772124085595,SWIPE_LEFT,713.37048,1153.34328,347.07912,1149.48406,1.0,1.0,117,3130.8691,307.133,117,1.0
1772124103426,TAP,409.71234,1021.36915,407.95843,1022.62929,1.0,1.0,86,0.0,0.0,86,1.0
1772124113526,TAP,104.63421,230.43145,103.41547,229.51106,1.0,1.0,53,0.0,0.0,53,1.0
1772124107102,SWIPE_UP,107.15951,1628.60351,133.61421,1261.74853,1.0,1.0,78,4715.482,0,78,1.0
1772124107194,TAP,610.42702,1233.8877,609.39304,1235.42216,1.0,1.0,53,0.0,0.0,53,1.0
