timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124643434,3,1772124643434,1772124643488,54,0,149.65316,142.22987,41.10561,1
1772124645442,8,1772124645442,1772124645484,42,1954,86.24572,139.98597,28.79474,1
1772124646312,2,1772124646312,1772124646376,64,828,95.83596,128.36763,61.84759,1
1772124649165,9,1772124649165,1772124649275,110,2789,85.79818,105.22928,62.04662,1
1772124649744,4,1772124649744,1772124649813,69,469,136.72885,133.96714,31.15644,1
1772124649863,6,1772124649863,1772124649948,85,50,123.98492,133.22168,27.58329,1
1772124651645,3,1772124651645,1772124651703,58,1014,50,129.63689,61.72217,2
1772124652094,8,1772124652094,1772124652149,55,391,75.01644,123.71112,37.19971,2
1772124652377,2,1772124652377,1772124652428,51,228,128.05741,115.26712,52.17817,2
1772124652478,9,1772124652478,1772124652556,78,50,84.43232,134.29129,33.22869,2
1772124653179,4,1772124653179,1772124653236,57,623,51.29005,131.86484,32.89938,2
1772124653533,6,1772124653533,1772124653608,75,297,153.2356,127.49549,22.48027,2
1772124655808,3,1772124655808,1772124655870,62,837,157.44379,90.53811,39.34661,3
1772124657582,8,1772124657582,1772124657643,61,1712,52.36195,97.0417,1,3
1772124659198,2,1772124659198,1772124659232,34,1555,125.79001,155.4578,62.63604,3
1772124661715,9,1772124661715,1772124661761,46,2483,63.11807,113.79933,39.4056,3
1772124663931,4,1772124663931,1772124663972,41,2170,56.2038,115.7621,38.50712,3
1772124664698,6,1772124664698,1772124664749,51,726,133.3522,104.75124,34.6823,3
