timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772091124195,3,1772091124195,1772091124216,21,0,109.07715,108.7168,12.584799,1
1772091125118,8,1772091125118,1772091125160,42,902,110.34277,125.0791,27.128109,1
1772091125416,2,1772091125416,1772091125485,69,256,92.96875,128.21582,29.078703,1
1772091125652,9,1772091125652,1772091125704,52,167,150.2002,101.3291,50.21779,1
1772091126400,4,1772091126400,1772091126452,52,696,94.859375,98.33594,5.4032516,1
1772091126552,6,1772091126552,1772091126600,48,100,100.328125,105.45996,5.4698114,1
1772091128427,3,1772091128427,1772091128497,70,1827,117.82715,104.46484,18.37776,2
1772091129005,8,1772091129005,1772091129053,48,508,131.7168,120.953125,38.01301,2
1772091130979,2,1772091130979,1772091131026,47,1926,69.3457,110.58984,32.43194,2
1772091131247,9,1772091131247,1772091131315,68,221,134.32617,98.203125,34.373173,2
1772091131476,4,1772091131476,1772091131517,41,161,74.48633,81.58496,31.465237,2
1772091131632,6,1772091131632,1772091131689,57,115,123.32715,102.958984,23.51407,2
1772091134131,3,1772091134131,1772091134191,60,2442,134.70117,113.21484,37.132244,3
1772091134501,8,1772091134501,1772091134571,70,310,99.21875,143.82715,43.83411,3
1772091134766,2,1772091134766,1772091134819,53,195,70.7207,122.33984,36.8286,3
1772091135262,9,1772091135262,1772091135344,82,443,164.82422,86.3291,66.25008,3
1772091135471,4,1772091135471,1772091135523,52,127,109.2334,106.458984,11.268279,3
1772091135593,6,1772091135593,1772091135645,52,70,143.3252,129.08398,52.1819,3
1772091137528,3,1772091137528,1772091137586,58,1883,121.20215,106.58887,22.202349,4
1772091137889,8,1772091137889,1772091137932,43,303,115.59277,131.70117,35.32844,4
1772091138307,2,1772091138307,1772091138353,46,375,75.84473,115.33887,28.613949,4
1772091138860,9,1772091138860,1772091138926,66,507,155.0752,102.07715,55.11435,4
1772091139100,4,1772091139100,1772091139161,61,174,102.609375,97.83301,3.391857,4
1772091139251,6,1772091139251,1772091139293,42,90,131.45117,109.95801,32.98997,4
1772091141114,3,1772091141114,1772091141186,72,1821,130.70117,100.08887,30.7013,5
1772091141492,8,1772091141492,1772091141556,64,306,117.34277,146.07617,49.231956,5
1772091141791,2,1772091141791,1772091141843,52,235,82.96973,109.83887,19.668083,5
1772091142196,9,1772091142196,1772091142260,64,353,135.82617,115.82617,39.16609,5
1772091142439,4,1772091142439,1772091142492,53,179,91.48535,104.58301,9.669705,5
1772091142606,6,1772091142606,1772091142654,48,114,144.4502,102.83301,44.540382,5
