timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772124449525,33,30,1054,true
1772124450826,53,55,1246,true
1772124449769,49,72,50,true
1772124449849,41,58,50,true
1772124449921,52,49,50,true
1772124450850,54,61,204,true
1772124459023,45,60,1523,true
1772124453445,36,30,530,true
1772124450645,46,90,50,true
1772124452180,44,72,223,true
1772124450815,46,79,50,true
1772124482382,48,90,2897,true
1772124468629,30,67,1525,true
1772124460354,35,69,764,true
1772124453249,52,38,228,true
1772124457160,38,64,445,true
1772124474213,49,30,1513,true
1772124463907,40,60,786,true
1772124455897,30,30,324,true
1772124452508,34,107,50,true
1772124463785,48,55,658,true
1772124470651,39,35,971,true
1772124483075,45,43,1482,true
1772124493777,41,41,1883,true
1772124478373,43,86,1116,true
1772124514625,53,72,2532,true
1772124464475,41,35,540,true
1772124457706,30,91,212,true
1772124451765,36,30,50,true
1772124452367,49,48,50,true
1772124473585,53,49,753,true
1772124475875,30,36,814,true
1772124510965,37,101,1819,true
1772124481667,29,69,905,true
1772124452551,48,39,50,true
1772124454775,53,100,50,true
1772124522533,52,103,1925,true
1772124466989,54,50,422,true
1772124472933,35,30,586,true
1772124491567,37,30,1048,true
1772124452725,42,30,50,true
1772124578060,50,58,3077,true
1772124500849,51,64,1158,true
1772124466467,43,110,284,true
1772124455025,50,75,50,true
1772124554690,40,30,2307,true
1772124453941,38,46,50,true
1772124521247,49,83,1443,true
1772124489317,31,81,748,true
1772124456091,46,30,104,true
1772124456425,51,88,50,true
1772124484664,52,48,641,true
1772124457065,33,72,73,true
1772124517047,36,75,1199,true
1772124554987,54,78,1875,true
1772124501170,42,46,893,true
1772124456693,46,78,50,true
1772124457904,45,97,50,true
1772124473943,32,30,391,true
1772124456782,30,73,50,true
