timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124287266,3,1772124287266,1772124287303,37,0,154.91891,134.17905,52.70813,1
1772124287353,8,1772124287353,1772124287401,48,50,100.57899,101.85208,35.99811,1
1772124287738,2,1772124287738,1772124287786,48,337,121.28783,103.74487,33.9161,1
1772124290328,9,1772124290328,1772124290405,77,2542,130.41068,121.34228,22.85966,1
1772124291322,4,1772124291322,1772124291367,45,917,162.85145,138.74104,42.0959,1
1772124292800,6,1772124292800,1772124292826,26,1433,110.34329,105.21199,35.9413,1
1772124294339,3,1772124294339,1772124294362,23,100,145.99426,127.07629,61.48554,2
1772124294412,8,1772124294412,1772124294457,45,50,180.09089,123.50774,56.10381,2
1772124295421,2,1772124295421,1772124295466,45,964,133.97502,132.75106,26.67167,2
1772124296355,9,1772124296355,1772124296423,68,889,116.74696,101.24875,25.37188,2
1772124296473,4,1772124296473,1772124296495,22,50,124.79815,84.39796,35.99281,2
1772124296694,6,1772124296694,1772124296730,36,199,128.32782,155.93286,3.49206,2
1772124298726,3,1772124298726,1772124298789,63,1466,114.08794,139.47949,36.98984,3
1772124299078,8,1772124299078,1772124299095,17,289,200,119.12582,43.52667,3
1772124300806,2,1772124300806,1772124300856,50,1711,134.80725,118.5126,39.25752,3
1772124302563,9,1772124302563,1772124302613,50,1707,114.77003,110.99044,57.0552,3
1772124303132,4,1772124303132,1772124303201,69,519,170.09879,115.15654,44.22723,3
1772124303380,6,1772124303380,1772124303460,80,179,113.63336,119.4452,51.54963,3
