timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772124285412,42,67,50,true
1772124286011,33,30,569,true
1772124287460,31,52,972,true
1772124285703,40,47,50,true
1772124287812,47,35,565,true
1772124287327,31,54,329,true
1772124287806,45,30,369,true
1772124286266,36,72,50,true
1772124290916,33,55,633,true
1772124287608,51,63,181,true
1772124287742,44,115,118,true
1772124294982,29,30,840,true
1772124306784,30,43,1738,true
1772124301233,30,37,1180,true
1772124288058,37,39,150,true
1772124290932,41,111,257,true
1772124321764,42,30,2242,true
1772124294915,42,93,466,true
1772124290092,32,52,208,true
1772124287179,38,32,61,true
1772124306012,39,67,963,true
1772124296164,49,99,413,true
1772124287172,47,30,50,true
1772124299672,29,66,554,true
1772124290212,53,30,170,true
1772124306962,31,91,771,true
1772124297086,54,75,374,true
1772124299749,32,39,492,true
1772124295660,30,41,325,true
1772124311889,43,97,816,true
1772124295702,47,60,283,true
1772124326146,44,30,1284,true
1772124316708,50,76,902,true
1772124295279,43,74,225,true
1772124367352,32,79,2331,true
1772124315197,37,86,765,true
1772124317416,30,44,845,true
1772124304208,29,59,449,true
1772124309618,52,53,584,true
1772124329287,49,85,1040,true
1772124327132,37,88,955,true
1772124289963,47,61,50,true
1772124304354,36,35,416,true
1772124289411,46,43,50,true
1772124290120,53,57,50,true
1772124289012,46,30,50,true
1772124332102,31,67,948,true
1772124347687,51,51,1274,true
1772124333268,47,75,922,true
1772124311235,53,54,473,true
1772124290162,51,45,50,true
1772124363595,51,43,1490,true
1772124361748,49,64,1404,true
1772124311912,51,84,416,true
1772124348916,37,30,1146,true
1772124294707,47,99,70,true
1772124358100,29,32,1266,true
1772124344749,39,95,946,true
1772124304552,36,72,258,true
1772124295560,50,122,50,true
1772124293152,51,79,50,true
1772124290902,31,40,50,true
1772124298804,39,30,186,true
1772124380290,54,30,1476,true
1772124290532,34,30,50,true
1772124325842,30,68,554,true
1772124293926,37,79,50,true
1772124303569,48,62,209,true
1772124414680,48,35,1866,true
1772124305698,45,44,250,true
1772124341342,30,35,764,true
1772124327018,54,58,528,true
1772124321268,47,79,419,true
1772124309210,38,30,296,true
1772124348238,49,30,819,true
1772124319537,48,51,404,true
1772124369924,44,30,1082,true
1772124299272,41,38,142,true
1772124387670,54,87,1224,true
1772124294339,48,63,50,true
1772124308372,45,30,257,true
1772124370300,44,71,977,true
1772124351094,49,79,722,true
1772124366420,36,30,946,true
1772124295492,49,70,50,true
1772124296547,31,81,50,true
1772124297624,35,92,50,true
1772124296809,43,75,56,true
1772124342876,47,43,610,true
1772124336320,43,30,542,true
1772124297742,50,87,50,true
1772124357211,32,71,718,true
1772124356712,42,76,699,true
1772124353209,41,30,699,true
1772124294248,48,44,50,true
1772124418412,46,69,1331,true
1772124403684,52,89,1143,true
1772124293172,38,30,50,true
1772124336078,32,58,459,true
1772124301252,42,110,50,true
1772124498112,41,38,2089,true
1772124363586,32,79,695,true
1772124399856,33,37,1085,true
1772124363692,35,61,699,true
1772124294564,44,38,50,true
1772124433252,38,55,1353,true
1772124359188,30,113,583,true
1772124396692,44,41,999,true
1772124300640,44,91,50,true
1772124535131,47,34,2257,true
1772124337662,37,30,445,true
1772124294292,36,30,50,true
1772124303556,36,112,50,true
1772124294452,34,30,50,true
1772124297268,53,51,53,true
1772124298062,39,60,50,true
1772124419392,42,122,1033,true
1772124304717,34,57,108,true
1772124399518,35,37,930,true
1772124303143,52,99,50,true
1772124399532,51,30,921,true
1772124350994,45,103,439,true
1772124300540,50,74,50,true
1772124298942,47,60,50,true
1772124301532,48,80,50,true
1772124298537,38,55,50,true
1772124325354,47,41,276,true
1772124333799,47,46,335,true
1772124328164,32,37,297,true
1772124560569,48,44,2089,true
