timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662316348,3,1773662316348,1773662316394,46,0,117.69597,93.7946,66.29201,1
1773662316565,8,1773662316565,1773662316642,77,171,89.56109,80.17738,43.04577,1
1773662317997,2,1773662317997,1773662318044,47,1355,113.42599,127.16606,35.26179,1
1773662318670,9,1773662318670,1773662318745,75,626,83.56191,125.40168,36.81278,1
1773662319588,4,1773662319588,1773662319621,33,843,68.16653,153.8215,52.48066,1
1773662321242,6,1773662321242,1773662321291,49,1621,133.52324,108.83072,58.24501,1
1773662323792,3,1773662323792,1773662323827,35,1256,61.4951,103.54421,54.02621,2
1773662324014,8,1773662324014,1773662324096,82,187,88.41096,64.60803,22.95393,2
1773662325240,2,1773662325240,1773662325294,54,1144,112.09173,123.82925,52.79724,2
1773662325567,9,1773662325567,1773662325624,57,273,94.09006,114.45731,42.86165,2
1773662326180,4,1773662326180,1773662326215,35,556,98.88577,138.51102,37.22066,2
1773662326245,6,1773662326245,1773662326297,52,30,102.60752,103.1153,45.93923,2
1773662327867,3,1773662327867,1773662327919,52,1028,112.86444,129.43545,41.73752,3
1773662328736,8,1773662328736,1773662328793,57,817,78.49479,98.66229,60.44278,3
1773662330072,2,1773662330072,1773662330136,64,1279,101.7657,121.23318,43.84599,3
1773662331258,9,1773662331258,1773662331329,71,1122,95.0516,71.27756,45.0521,3
1773662331726,4,1773662331726,1773662331772,46,397,119.13482,121.3,50.28393,3
1773662332286,6,1773662332286,1773662332331,45,514,101.6613,113.86309,27.22447,3
1773662335555,3,1773662335555,1773662335597,42,1224,55.59678,84.39035,33.22496,4
1773662337247,8,1773662337247,1773662337308,61,1650,74.69656,111.77015,40.70193,4
1773662337338,2,1773662337338,1773662337381,43,30,113.3851,95.47353,32.8517,4
1773662338089,9,1773662338089,1773662338168,79,708,121.01144,130.0646,30.483,4
1773662338836,4,1773662338836,1773662338875,39,668,87.95045,115.1728,62.25697,4
1773662338905,6,1773662338905,1773662338969,64,30,148.93177,110.57322,37.05718,4
1773662342246,3,1773662342246,1773662342291,45,1544,148.21756,104.33195,59.0997,5
1773662342805,8,1773662342805,1773662342838,33,514,121.01618,132.28047,7.01755,5
1773662344285,2,1773662344285,1773662344333,48,1447,113.1612,110.10376,44.10618,5
1773662344722,9,1773662344722,1773662344773,51,389,47.89665,137.80303,41.08021,5
1773662344803,4,1773662344803,1773662344864,61,30,95.90395,93.8497,38.01805,5
1773662345764,6,1773662345764,1773662345813,49,900,122.65249,85.96098,12.5529,5
