timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124305853,3,1772124305853,1772124305877,24,0,55.73904,86.03089,38.92988,1
1772124306303,8,1772124306303,1772124306374,71,426,103.87988,121.80733,30.66688,1
1772124307251,2,1772124307251,1772124307266,15,877,76.61161,130.78853,46.92844,1
1772124308128,9,1772124308128,1772124308186,58,862,100.46371,137.62093,55.11033,1
1772124308236,4,1772124308236,1772124308283,47,50,104.43265,118.16204,47.70356,1
1772124308903,6,1772124308903,1772124308958,55,620,99.35717,123.75779,63.34054,1
1772124311502,3,1772124311502,1772124311562,60,1339,89.43281,121.19311,53.3793,2
1772124311834,8,1772124311834,1772124311885,51,272,129.39837,98.96412,48.51037,2
1772124312640,2,1772124312640,1772124312726,86,755,105.65219,127.13824,37.45973,2
1772124313833,9,1772124313833,1772124313913,80,1107,114.05299,87.77124,49.85407,2
1772124314954,4,1772124314954,1772124315009,55,1041,86.06591,112.33177,35.29625,2
1772124316362,6,1772124316362,1772124316407,45,1353,85.54503,106.27073,24.6835,2
1772124317758,3,1772124317758,1772124317814,56,582,115.58429,126.29862,12.20102,3
1772124319189,8,1772124319189,1772124319236,47,1375,102.85081,95.22361,55.25738,3
1772124319687,2,1772124319687,1772124319737,50,451,85.9468,127.74743,39.93655,3
1772124319787,9,1772124319787,1772124319842,55,50,98.01237,139.98635,58.96249,3
1772124320363,4,1772124320363,1772124320418,55,521,78.29084,144.55147,17.35942,3
1772124321281,6,1772124321281,1772124321323,42,863,100.00356,100.84987,34.73823,3
1772124323798,3,1772124323798,1772124323883,85,757,83.81786,111.34963,51.0211,4
1772124325652,8,1772124325652,1772124325688,36,1769,71.93882,96.53329,36.57779,4
1772124325883,2,1772124325883,1772124325957,74,195,109.21228,111.44274,28.54336,4
1772124327217,9,1772124327217,1772124327269,52,1260,69.1407,102.1411,26.54969,4
1772124328072,4,1772124328072,1772124328125,53,803,66.49031,86.91871,46.94408,4
1772124328937,6,1772124328937,1772124329013,76,812,89.92493,141.55153,38.93955,4
1772124330532,3,1772124330532,1772124330587,55,493,94.77356,96.46572,30.03553,5
1772124331012,8,1772124331012,1772124331088,76,425,67.9692,80.10033,14.43613,5
1772124331383,2,1772124331383,1772124331437,54,295,128.41208,96.0482,43.69408,5
1772124331601,9,1772124331601,1772124331668,67,164,111.2716,97.43503,57.85337,5
1772124333424,4,1772124333424,1772124333484,60,1756,65.43138,100.97582,28.30154,5
1772124334975,6,1772124334975,1772124335057,82,1491,91.66817,117.70743,9.30689,5
