timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662394615,3,1773662394615,1773662394671,56,0,59.91575,142.7077,28.55033,1
1773662396587,8,1773662396587,1773662396629,42,1916,109.90366,158.13366,34.44818,1
1773662398094,2,1773662398094,1773662398155,61,1465,115.52649,140.79571,50.59295,1
1773662398782,9,1773662398782,1773662398864,82,627,123.34542,116.01951,46.70188,1
1773662399883,4,1773662399883,1773662399931,48,1019,72.96969,124.15275,13.03963,1
1773662401291,6,1773662401291,1773662401368,77,1360,104.89037,118.14216,34.17097,1
1773662404030,3,1773662404030,1773662404073,43,1030,122.19579,165.581,20.53063,2
1773662404987,8,1773662404987,1773662405061,74,914,119.89907,129.72239,46.87549,2
1773662405480,2,1773662405480,1773662405532,52,419,100.41303,189.48771,32.41431,2
1773662405562,9,1773662405562,1773662405632,70,30,111.38528,90.4889,44.18226,2
1773662405662,4,1773662405662,1773662405702,40,30,83.18068,130.25962,29.4974,2
1773662405750,6,1773662405750,1773662405790,40,48,102.25148,155.92117,27.9768,2
1773662409376,3,1773662409376,1773662409418,42,1250,143.39689,92.11038,38.56911,3
1773662410462,8,1773662410462,1773662410529,67,1044,94.9885,140.27406,22.83759,3
1773662411201,2,1773662411201,1773662411240,39,672,122.97325,146.29131,24.8144,3
1773662412349,9,1773662412349,1773662412426,77,1109,102.21641,131.4051,33.54523,3
1773662412619,4,1773662412619,1773662412688,69,193,121.38805,121.16034,42.91994,3
1773662413308,6,1773662413308,1773662413369,61,620,85.87379,109.44426,52.95167,3
