timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662265779,3,1773662265779,1773662265848,69,0,95.55926,118.44949,64.83609,1
1773662266738,8,1773662266738,1773662266794,56,890,120.8879,123.65767,56.45294,1
1773662267321,2,1773662267321,1773662267348,27,527,123.00784,102.80156,33.57153,1
1773662268461,9,1773662268461,1773662268483,22,1113,97.85332,85.35278,48.7896,1
1773662268803,4,1773662268803,1773662268825,22,320,95.3717,121.02053,33.83768,1
1773662268855,6,1773662268855,1773662268919,64,30,138.40523,137.57694,36.4123,1
1773662270786,3,1773662270786,1773662270847,61,1242,62.3224,121.69501,38.45932,2
1773662272702,8,1773662272702,1773662272757,55,1855,106.65134,115.39292,31.69795,2
1773662272819,2,1773662272819,1773662272866,47,62,95.4509,89.67961,40.71366,2
1773662272896,9,1773662272896,1773662272947,51,30,125.87702,140.24184,40.02763,2
1773662274413,4,1773662274413,1773662274492,79,1466,53.99035,115.98356,58.12652,2
1773662274630,6,1773662274630,1773662274694,64,138,131.94526,126.30419,47.25079,2
1773662278545,3,1773662278545,1773662278611,66,1863,84.33074,102.28715,65.96375,3
1773662279731,8,1773662279731,1773662279753,22,1120,98.71428,111.30035,22.15233,3
1773662279783,2,1773662279783,1773662279829,46,30,114.5821,118.33137,52.95404,3
1773662280255,9,1773662280255,1773662280285,30,426,48.07159,128.55154,53.21338,3
1773662280498,4,1773662280498,1773662280553,55,213,126.16669,96.22568,36.57204,3
1773662280996,6,1773662280996,1773662281051,55,443,48.19876,98.23457,35.51089,3
