timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772124370096,39,37,50,true
1772124370176,54,30,50,true
1772124370366,51,85,50,true
1772124370990,50,30,268,true
1772124372068,30,43,450,true
1772124371046,36,140,50,true
1772124370786,41,65,50,true
1772124373001,47,67,348,true
1772124374904,45,30,571,true
1772124374245,46,86,375,true
1772124371096,54,50,50,true
1772124371262,46,56,50,true
1772124375124,38,84,335,true
1772124371487,51,57,50,true
1772124379336,54,64,596,true
1772124390901,35,111,1276,true
1772124388576,48,50,1105,true
1772124371456,35,30,50,true
1772124397888,53,66,1478,true
1772124392896,53,46,1154,true
1772124378976,36,49,395,true
1772124408946,35,90,1760,true
1772124379666,34,86,349,true
1772124376053,38,60,199,true
1772124373216,36,80,50,true
1772124373921,41,103,50,true
1772124373164,34,68,50,true
1772124373336,47,70,50,true
1772124381296,42,65,335,true
1772124374852,33,60,104,true
1772124381346,29,30,345,true
1772124373134,54,46,52,true
1772124372656,46,30,50,true
1772124434314,29,30,1916,true
1772124402226,40,63,882,true
1772124374506,47,76,50,true
1772124378844,52,67,176,true
1772124373056,52,30,50,true
1772124386702,46,30,407,true
1772124399853,49,47,716,true
1772124374336,36,56,50,true
1772124387070,32,30,384,true
1772124430576,33,49,1391,true
1772124387081,54,89,306,true
1772124380832,37,37,207,true
1772124375361,53,67,50,true
1772124373776,37,30,50,true
1772124398343,31,30,571,true
1772124388384,34,52,329,true
1772124442469,47,54,1423,true
1772124414646,30,52,839,true
1772124382081,43,56,179,true
1772124376700,53,77,50,true
1772124408415,39,67,656,true
1772124374416,53,30,50,true
1772124409366,48,74,640,true
1772124436512,41,34,1152,true
1772124438781,39,70,1135,true
1772124424210,48,30,903,true
1772124374816,48,30,50,true
1772124377296,48,70,50,true
1772124378209,33,83,50,true
1772124393470,30,75,302,true
1772124377719,32,71,50,true
1772124457456,33,69,1296,true
1772124375621,36,35,50,true
1772124437350,44,50,969,true
1772124377131,41,55,50,true
1772124423952,35,50,742,true
1772124473044,31,79,1413,true
1772124397606,44,46,347,true
1772124378900,43,74,50,true
1772124378736,38,70,50,true
1772124379513,47,79,50,true
1772124385858,40,102,111,true
1772124446746,37,57,965,true
1772124487972,34,45,1506,true
1772124540343,31,68,2143,true
1772124391936,29,53,227,true
1772124380998,41,88,50,true
1772124518416,34,35,1819,true
1772124389860,48,30,214,true
1772124438484,53,71,763,true
1772124469198,37,76,1118,true
1772124456028,49,60,963,true
1772124381996,31,84,56,true
1772124421696,47,52,548,true
1772124427516,35,65,595,true
1772124472880,43,84,1084,true
1772124542311,39,69,1866,true
1772124381706,48,79,50,true
1772124466010,54,74,980,true
1772124381412,32,73,50,true
1772124387394,47,30,156,true
1772124462122,33,47,932,true
1772124482956,34,71,1117,true
