timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772090653637,3,1772090653637,1772090653655,18,0,138.82617,115.09082,41.65579,1
1772090654209,8,1772090654209,1772090654231,22,554,131.2168,138.57812,49.626205,1
1772090654693,2,1772090654693,1772090654706,13,462,122.46777,128.34082,36.166325,1
1772090655031,9,1772090655031,1772090655065,34,325,116.45215,143.20312,46.22968,1
1772090655622,4,1772090655622,1772090655648,26,557,117.8584,124.83496,30.589174,1
1772090655787,6,1772090655787,1772090655827,40,139,126.57617,144.33398,51.68941,1
1772090658629,3,1772090658629,1772090658704,75,2802,127.32617,128.08984,39.188763,2
1772090658988,8,1772090658988,1772090659055,67,284,154.71582,138.95215,67.16466,2
1772090659450,2,1772090659450,1772090659499,49,395,82.21973,126.71484,32.090824,2
1772090659823,9,1772090659823,1772090659900,77,324,131.82617,165.07617,72.441795,2
1772090660469,4,1772090660469,1772090660535,66,569,37.98828,114.333984,63.646812,2
1772090660618,6,1772090660618,1772090660668,50,83,127.70117,121.208984,34.888046,2
1772090662481,3,1772090662481,1772090662549,68,1813,129.57617,111.46484,31.72054,3
1772090662816,8,1772090662816,1772090662894,78,267,149.09082,162.57617,79.53418,3
1772090663500,2,1772090663500,1772090663548,48,606,114.46777,133.58984,36.57313,3
1772090663771,9,1772090663771,1772090663812,41,223,126.57617,152.57715,58.912216,3
1772090664316,4,1772090664316,1772090664365,49,504,68.48633,148.45801,57.803894,3
1772090664453,6,1772090664453,1772090664516,63,88,148.9502,132.20801,58.595882,3
1772090667103,3,1772090667103,1772090667164,61,2587,104.953125,114.08887,14.934176,4
1772090667331,8,1772090667331,1772090667399,68,167,123.59277,135.20117,42.37619,4
1772090667683,2,1772090667683,1772090667742,59,284,81.96973,118.33887,25.71779,4
1772090667931,9,1772090667931,1772090667983,52,189,98.828125,106.57715,6.6807313,4
1772090668072,4,1772090668072,1772090668131,59,89,67.36133,146.20703,56.57184,4
1772090668214,6,1772090668214,1772090668272,58,83,110.07715,123.58203,25.644905,4
1772090669249,3,1772090669249,1772090669316,67,977,128.82617,109.46387,30.339956,5
1772090669508,8,1772090669508,1772090669558,50,192,116.21777,164.3252,66.33813,5
1772090669778,2,1772090669778,1772090669862,84,220,72.0957,132.58789,42.90245,5
1772090670243,9,1772090670243,1772090670283,40,381,131.57617,123.45117,39.332073,5
1772090670481,4,1772090670481,1772090670547,66,198,52.487305,143.70703,64.5582,5
1772090670636,6,1772090670636,1772090670679,43,89,114.07715,127.58203,30.96667,5
