timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1773662287305,32,96,1772,false
1773662287927,44,48,574,false
1773662289491,31,49,1044,false
1773662287944,51,64,149,false
1773662289881,36,63,581,false
1773662290705,50,36,644,false
1773662292441,37,30,826,false
1773662287795,47,30,40,false
1773662292393,45,55,581,false
1773662295333,49,30,862,false
1773662294765,38,40,706,false
1773662288438,48,63,40,false
1773662288145,30,30,40,false
1773662288592,42,59,40,false
1773662303769,53,30,1146,false
1773662288820,31,61,40,false
1773662296201,40,76,480,false
1773662288529,32,32,40,false
1773662289717,38,30,104,false
1773662308471,44,69,1045,false
1773662294525,52,36,325,false
1773662292639,37,47,207,false
1773662290605,53,110,40,false
1773662289007,45,34,40,false
1773662289321,31,44,40,false
1773662298905,35,40,424,false
1773662291933,51,39,139,false
1773662309310,35,32,783,false
1773662295873,38,53,253,false
1773662290814,51,81,40,false
1773662307615,36,50,627,false
1773662291118,45,83,40,false
1773662289897,47,41,40,false
1773662291232,41,79,40,false
1773662319027,30,56,877,false
1773662290070,35,39,40,false
1773662291913,37,88,40,false
1773662290265,33,40,40,false
1773662344267,30,30,1469,false
1773662290035,47,30,40,false
1773662291865,33,74,40,false
1773662290790,40,45,40,false
1773662291631,47,63,40,false
1773662292422,52,79,40,false
1773662293509,37,101,40,false
1773662290455,54,30,40,false
1773662346323,50,54,1229,false
1773662291018,36,39,40,false
1773662290953,47,36,40,false
1773662326946,43,48,761,false
1773662331105,39,66,810,false
1773662310918,35,58,405,false
1773662386001,44,30,1868,false
1773662300767,29,69,185,false
1773662349999,38,59,1102,false
1773662327235,43,60,666,false
1773662291225,54,30,40,false
1773662294658,29,89,40,false
1773662371985,38,35,1425,false
1773662358164,52,35,1166,false
1773662292825,49,52,40,false
1773662293222,31,57,40,false
1773662299891,49,33,170,false
1773662338146,43,67,740,false
1773662319177,35,52,446,false
1773662351330,51,34,951,false
1773662311593,40,79,289,false
1773662292397,45,36,40,false
1773662292201,37,32,40,false
1773662298138,52,75,82,false
1773662342185,52,53,731,false
1773662306120,32,65,200,false
1773662295369,39,30,82,false
1773662308256,48,31,256,false
1773662296333,40,82,40,false
1773662295780,36,73,40,false
1773662305089,50,85,149,false
1773662366076,33,83,940,false
1773662331375,43,30,535,false
1773662296785,37,70,50,false
1773662298345,33,58,80,false
1773662431890,42,58,1727,false
1773662294193,49,44,40,false
1773662334117,42,74,490,false
1773662293185,37,30,40,false
1773662316800,38,55,292,false
1773662298571,45,91,40,false
1773662378916,50,83,970,false
1773662391673,40,49,1137,false
1773662370431,34,51,883,false
1773662293605,33,30,40,false
1773662340449,41,58,526,false
1773662297885,37,75,40,false
1773662294094,54,33,40,false
1773662294919,49,41,40,false
1773662298610,41,79,40,false
1773662294025,50,30,40,false
1773662317957,43,34,282,false
1773662368351,54,59,768,false
1773662373930,45,30,845,false
1773662369305,49,52,768,false
1773662329725,31,57,363,false
1773662349933,32,30,584,false
1773662393189,51,30,998,false
1773662424377,38,30,1288,false
1773662297490,37,57,40,false
1773662378571,46,78,783,false
1773662298433,45,64,40,false
1773662295189,29,33,40,false
1773662295371,41,34,40,false
1773662295995,52,39,40,false
1773662298183,29,58,40,false
1773662359881,35,104,544,false
1773662368778,52,30,691,false
1773662295285,31,30,40,false
1773662403800,33,45,968,false
1773662296585,38,40,40,false
1773662298069,31,52,40,false
1773662295565,31,30,40,false
1773662298848,50,57,40,false
1773662299905,50,54,51,false
1773662545519,53,83,2051,false
