timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772090216493,3,1772090216493,1772090216563,70,0,133.07617,108.9668,34.270054,1
1772090216689,8,1772090216689,1772090216763,74,126,125.71777,111.5791,28.204247,1
1772090216999,2,1772090216999,1772090217062,63,236,120.09277,163.21484,66.33126,1
1772090217254,9,1772090217254,1772090217308,54,192,74.08008,102.2041,26.013466,1
1772090217442,4,1772090217442,1772090217510,68,134,86.86035,139.33496,41.47155,1
1772090219925,3,1772090219925,1772090219992,67,2415,102.078125,114.34082,14.490608,1
1772090220246,8,1772090220246,1772090220336,90,254,82.09473,104.4541,18.450958,1
1772090220691,2,1772090220691,1772090220748,57,355,60.220703,138.09082,55.07543,1
1772090220956,9,1772090220956,1772090221054,98,208,117.07715,74.70508,30.519863,1
1772090221246,4,1772090221246,1772090221294,48,192,95.984375,93.71094,7.461739,1
1772090222612,6,1772090222612,1772090222683,71,1318,145.0752,109.33496,46.031673,1
1772090226934,3,1772090226934,1772090227020,86,4251,132.57617,111.46484,34.53476,2
1772090227287,8,1772090227287,1772090227363,76,267,126.5918,125.45215,36.80945,2
1772090227551,2,1772090227551,1772090227621,70,188,157.09082,155.21387,79.42249,2
1772090227952,9,1772090227952,1772090228027,75,331,93.703125,120.703125,21.639547,2
1772090228176,6,1772090228176,1772090228251,75,149,113.57715,95.708984,14.239093,2
1772090228418,4,1772090228418,1772090228496,78,167,82.11035,114.208984,22.845892,2
1772090229383,3,1772090229383,1772090229452,69,887,132.07617,149.71387,59.16375,3
1772090229999,8,1772090229999,1772090230107,108,547,108.34375,108.328125,11.788801,3
1772090230547,2,1772090230547,1772090230612,65,440,134.2168,168.33887,76.42637,3
1772090231153,9,1772090231153,1772090231221,68,541,131.07617,57.8291,52.38428,3
1772090231763,4,1772090231763,1772090231821,58,542,106.484375,119.708984,20.748281,3
1772090231893,6,1772090231893,1772090231953,60,72,122.07715,104.458984,22.522943,3
1772090234320,3,1772090234320,1772090234411,91,2367,131.70117,125.58789,40.73947,4
1772090235163,8,1772090235163,1772090235198,35,752,153.46582,35.7041,83.621506,4
1772090235372,2,1772090235372,1772090235432,60,174,169.58984,139.33789,79.93883,4
1772090236029,9,1772090236029,1772090236104,75,597,151.3252,73.453125,57.784187,4
1772090236475,4,1772090236475,1772090236530,55,371,100.609375,119.20703,19.216696,4
1772090236656,6,1772090236656,1772090236709,53,126,152.3252,107.33301,52.83653,4
1772090238285,3,1772090238285,1772090238357,72,1576,138.20117,145.08789,59.09524,5
1772090238605,8,1772090238605,1772090238669,64,248,152.96582,96.82715,53.06077,5
1772090238875,2,1772090238875,1772090238952,77,206,159.34082,160.96289,85.0753,5
1772090239647,9,1772090239647,1772090239707,60,695,125.70215,83.07715,30.773096,5
1772090239841,4,1772090239841,1772090239919,78,134,91.859375,136.83203,37.72093,5
1772090239996,6,1772090239996,1772090240056,60,77,139.07617,130.08203,49.314056,5
