timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124629908,3,1772124629908,1772124629958,50,0,156.82694,149.29712,40.21954,1
1772124630910,8,1772124630910,1772124630969,59,952,106.14229,186.44047,61.09424,1
1772124631019,2,1772124631019,1772124631075,56,50,63.14065,135.85094,37.14744,1
1772124632620,9,1772124632620,1772124632698,78,1545,134.54897,138.86791,60.9294,1
1772124634056,4,1772124634056,1772124634167,111,1358,179.45351,155.61279,42.76639,1
1772124634755,6,1772124634755,1772124634824,69,588,172.78615,143.3508,34.14279,1
1772124638397,3,1772124638397,1772124638486,89,1618,149.18762,118.21355,77.65979,2
1772124638536,8,1772124638536,1772124638621,85,50,100.22075,156.2398,29.39554,2
1772124640258,2,1772124640258,1772124640333,75,1637,77.93332,108.72306,45.12207,2
1772124640383,9,1772124640383,1772124640438,55,50,151.57671,130.28586,45.29155,2
1772124641017,4,1772124641017,1772124641101,84,579,117.98731,131.42338,38.32758,2
1772124642570,6,1772124642570,1772124642627,57,1469,134.96835,125.20413,53.88198,2
1772124644499,3,1772124644499,1772124644571,72,302,146.525,151.23897,40.13001,3
1772124644621,8,1772124644621,1772124644693,72,50,134.65461,162.12268,59.01467,3
1772124646495,2,1772124646495,1772124646572,77,1802,169.34765,142.44989,42.08906,3
1772124648521,9,1772124648521,1772124648570,49,1949,146.97234,110.45746,6.13211,3
1772124649066,4,1772124649066,1772124649124,58,496,99.22317,114.7986,40.86947,3
1772124649593,6,1772124649593,1772124649615,22,469,116.14467,112.15061,44.70544,3
