timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662417830,3,1773662417830,1773662417867,37,0,89.82407,76.54393,42.63331,1
1773662418534,8,1773662418534,1773662418608,74,667,73.68645,48.35495,26.78925,1
1773662419820,2,1773662419820,1773662419868,48,1212,93.82943,62.1779,17.40827,1
1773662420946,9,1773662420946,1773662421003,57,1078,105.09313,49.50466,31.65309,1
1773662422350,4,1773662422350,1773662422414,64,1347,104.99648,94.04449,18.21232,1
1773662423514,6,1773662423514,1773662423584,70,1100,79.00253,57.77054,19.19697,1
1773662425236,3,1773662425236,1773662425276,40,432,116.61874,75.3343,39.77298,2
1773662427003,8,1773662427003,1773662427078,75,1727,112.65012,88.50689,45.41084,2
1773662427108,2,1773662427108,1773662427173,65,30,83.96623,50.61223,47.31354,2
1773662428222,9,1773662428222,1773662428261,39,1049,106.46592,42.87938,34.53495,2
1773662428905,4,1773662428905,1773662428955,50,644,98.42318,68.46778,14.39689,2
1773662429883,6,1773662429883,1773662429955,72,928,88.73231,53.74486,55.1126,2
1773662433142,3,1773662433142,1773662433198,56,954,83.12434,48.14361,36.51005,3
1773662434219,8,1773662434219,1773662434294,75,1021,109.39401,58.40557,31.57218,3
1773662434874,2,1773662434874,1773662434890,16,580,83.66667,76.64868,43.93945,3
1773662435524,9,1773662435524,1773662435575,51,634,105.48973,51.84083,47.56796,3
1773662436608,4,1773662436608,1773662436691,83,1033,101.00338,70.74284,36.3633,3
1773662437259,6,1773662437259,1773662437319,60,568,109.3092,67.68594,32.51537,3
