timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662311635,3,1773662311635,1773662311674,39,0,108.23912,58.73057,62.16443,1
1773662313347,8,1773662313347,1773662313390,43,1673,69.45807,30,31.5774,1
1773662313568,2,1773662313568,1773662313625,57,178,160.93426,176.06597,41.28886,1
1773662314894,9,1773662314894,1773662314951,57,1269,112.97621,80.2115,39.45339,1
1773662314981,4,1773662314981,1773662315018,37,30,147.76421,85.8479,27.18061,1
1773662315778,6,1773662315778,1773662315798,20,760,176.3033,151.27723,45.94606,1
1773662317388,3,1773662317388,1773662317450,62,765,154.66975,126.39143,53.64209,2
1773662317489,8,1773662317489,1773662317506,17,39,63.74292,124.65575,38.91049,2
1773662318364,2,1773662318364,1773662318408,44,858,116.55465,232.82864,1,2
1773662319310,9,1773662319310,1773662319371,61,902,77.32724,99.82713,44.64414,2
1773662319504,4,1773662319504,1773662319576,72,133,106.37733,76.82673,65.2123,2
1773662319891,6,1773662319891,1773662319934,43,315,138.87822,176.49794,34.73051,2
1773662323048,3,1773662323048,1773662323090,42,2116,92.75904,57.02102,29.74493,3
1773662323775,8,1773662323775,1773662323838,63,685,110.00274,111.61783,52.34646,3
1773662324226,2,1773662324226,1773662324279,53,388,115.16496,84.69717,47.78388,3
1773662326152,9,1773662326152,1773662326219,67,1873,138.92965,121.50854,89.64771,3
1773662327756,4,1773662327756,1773662327832,76,1537,86.56037,147.78354,11.48795,3
1773662329847,6,1773662329847,1773662329885,38,2015,123.12878,124.35579,35.97127,3
