timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662347454,3,1773662347454,1773662347506,52,0,67.76511,105.09439,25.38679,1
1773662347664,8,1773662347664,1773662347705,41,158,90.7568,109.98153,57.09724,1
1773662348196,2,1773662348196,1773662348240,44,491,92.25461,130.03063,28.04798,1
1773662349391,9,1773662349391,1773662349465,74,1151,86.18673,112.71783,30.58779,1
1773662350747,4,1773662350747,1773662350798,51,1282,49.45146,110.09524,37.7598,1
1773662353292,6,1773662353292,1773662353343,51,2494,63.76555,104.16925,40.00134,1
1773662356811,3,1773662356811,1773662356888,77,1467,35.90799,111.16962,16.67746,2
1773662357353,8,1773662357353,1773662357385,32,465,48.52128,127.27676,6.37772,2
1773662358744,2,1773662358744,1773662358810,66,1359,83.02529,138.01873,49.53845,2
1773662359178,9,1773662359178,1773662359239,61,368,105.36177,117.8924,41.59106,2
1773662359269,4,1773662359269,1773662359330,61,30,86.7858,136.77499,63.35479,2
1773662360337,6,1773662360337,1773662360417,80,1007,97.51067,141.11602,49.70001,2
1773662363045,3,1773662363045,1773662363088,43,491,41.88583,114.54788,54.2885,3
1773662363246,8,1773662363246,1773662363277,31,158,50.69747,127.42553,39.58365,3
1773662364146,2,1773662364146,1773662364201,55,869,51.99561,140.96588,37.78145,3
1773662364500,9,1773662364500,1773662364573,73,299,129.94053,118.72911,23.38884,3
1773662365205,4,1773662365205,1773662365258,53,632,32.141,124.24969,59.58431,3
1773662366352,6,1773662366352,1773662366419,67,1094,39.60637,124.48154,31.51267,3
1773662369241,3,1773662369241,1773662369298,57,2206,59.68723,147.0393,34.43557,4
1773662370414,8,1773662370414,1773662370467,53,1116,95.12109,122.6135,1,4
1773662371460,2,1773662371460,1773662371516,56,993,74.75937,136.73777,27.30174,4
1773662372983,9,1773662372983,1773662373045,62,1467,45.7013,120.4447,46.60905,4
1773662373075,4,1773662373075,1773662373144,69,30,86.1018,118.74277,39.47912,4
1773662373650,6,1773662373650,1773662373733,83,506,57.29158,136.82672,35.81541,4
1773662378341,3,1773662378341,1773662378372,31,2133,100.02028,131.03575,8.36763,5
1773662380257,8,1773662380257,1773662380295,38,1885,46.25366,131.08216,46.87481,5
1773662380960,2,1773662380960,1773662381025,65,665,90.19746,145.59501,16.5288,5
1773662382853,9,1773662382853,1773662382908,55,1828,113.79084,111.60331,62.99388,5
1773662383002,4,1773662383002,1773662383077,75,94,77.87926,130.34758,38.30319,5
1773662383947,6,1773662383947,1773662384007,60,870,83.11305,130.11044,30.95236,5
