timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772124580024,30,135,1882,true
1772124580251,54,63,164,true
1772124585050,53,131,2382,true
1772124586900,46,119,2173,true
1772124582800,36,154,540,true
1772124587929,37,113,1468,true
1772124587242,42,95,1108,true
1772124590328,47,86,1386,true
1772124584656,39,124,455,true
1772124581689,37,135,50,true
1772124581484,37,96,50,true
1772124621131,47,100,3637,true
1772124607720,40,148,2160,true
1772124581948,29,98,50,true
1772124594612,41,122,920,true
1772124592189,29,119,692,true
1772124612648,47,67,1972,true
1772124583067,50,129,50,true
1772124611668,54,110,1648,true
1772124611811,52,103,1570,true
1772124599904,39,91,903,true
1772124584014,45,140,50,true
1772124590936,30,135,361,true
1772124584210,42,132,50,true
1772124588472,33,104,248,true
1772124604499,51,116,863,true
1772124621052,43,97,1481,true
1772124643744,37,74,2286,true
1772124584420,39,107,50,true
1772124617550,41,115,1179,true
1772124683914,42,108,3355,true
1772124585821,48,137,50,true
1772124624760,46,99,1299,true
1772124624640,36,134,1218,true
1772124629936,50,96,1372,true
1772124612994,48,107,835,true
1772124724060,49,84,3917,true
1772124708525,46,151,3322,true
1772124597466,40,143,316,true
1772124586654,47,105,65,true
1772124645784,49,116,1528,true
1772124625329,30,75,1030,true
1772124598882,44,89,360,true
1772124651963,37,60,1613,true
1772124623056,33,151,827,true
1772124586549,48,95,50,true
1772124589178,37,149,50,true
1772124669136,31,39,1857,true
1772124616024,38,128,622,true
1772124653377,33,104,1393,true
1772124679474,50,173,1816,true
1772124609859,48,92,493,true
1772124588396,50,111,50,true
1772124587550,29,92,50,true
1772124619174,38,83,642,true
1772124587669,48,89,50,true
1772124588592,40,103,50,true
1772124617758,43,136,526,true
1772124591276,49,144,50,true
1772124609229,43,130,365,true
1772124706504,42,122,1986,true
1772124660544,34,129,1191,true
1772124645248,39,76,976,true
1772124612028,35,78,430,true
1772124590840,50,119,50,true
1772124813504,53,106,3486,true
1772124621538,49,130,499,true
1772124732248,46,97,2175,true
1772124590768,38,108,50,true
1772124738655,43,91,2208,true
1772124593114,41,137,50,true
1772124589396,53,82,50,true
1772124591184,41,105,50,true
1772124805813,48,95,2998,true
1772124717072,31,75,1777,true
1772124675499,48,113,1160,true
1772124590816,54,92,50,true
1772124720626,40,112,1714,true
1772124592426,35,109,50,true
1772124594007,30,127,50,true
1772124736504,32,74,1882,true
1772124594766,41,132,50,true
1772124741482,38,86,1883,true
1772124591810,44,92,50,true
1772124739372,33,127,1770,true
1772124723249,45,109,1576,true
1772124595848,49,134,50,true
1772124593683,41,107,50,true
1772124785064,32,97,2233,true
1772124810445,44,97,2492,true
1772124591094,38,73,50,true
1772124640721,50,115,552,true
