timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1773662313433,3,1773662313433,1773662313469,36,0,132.38745,144.37539,52.23184,1
1773662313859,8,1773662313859,1773662313941,82,390,135.74822,94.19168,31.43715,1
1773662313971,2,1773662313971,1773662314063,92,30,73.08822,124.34786,51.70186,1
1773662314093,9,1773662314093,1773662314165,72,30,142.38153,155.182,49.16365,1
1773662314388,4,1773662314388,1773662314436,48,223,178.52353,131.07602,62.21415,1
1773662317123,6,1773662317123,1773662317177,54,2687,95.73973,134.81307,40.08218,1
1773662320563,3,1773662320563,1773662320647,84,1555,171.85436,142.73841,70.36229,2
1773662320677,8,1773662320677,1773662320762,85,30,102.65491,124.66886,78.74211,2
1773662320792,2,1773662320792,1773662320870,78,30,154.46039,117.92564,65.59811,2
1773662322998,9,1773662322998,1773662323060,62,2128,152.60925,183.07314,43.94988,2
1773662323708,4,1773662323708,1773662323737,29,648,68.78029,108.50689,68.56957,2
1773662323767,6,1773662323767,1773662323815,48,30,75.51828,177.56773,37.95682,2
1773662325249,3,1773662325249,1773662325321,72,373,109.30901,135.35112,40.99187,3
1773662326239,8,1773662326239,1773662326316,77,918,139.05114,102.11811,82.11083,3
1773662326618,2,1773662326618,1773662326690,72,302,162.27147,134.26245,31.67933,3
1773662327057,9,1773662327057,1773662327118,61,367,91.89591,85.63214,33.04428,3
1773662328645,4,1773662328645,1773662328725,80,1527,90.18654,120.22978,17.7774,3
1773662329668,6,1773662329668,1773662329683,15,943,129.29848,81.99519,72.99445,3
