timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,roll,azimuth,filtered_accel_x,filtered_accel_y,filtered_accel_z,device_state
1772124748975,0.65110535,3.7413119,8.94561717,0.000539185,0.000977131,0.00569764,22.64224,3.841571,0.0,0.61876096,3.56762002,8.52117847,STATIONARY
1772124748977,0.62409531,3.7739639,8.93828028,-0.003309296,0.00121282,0.002718926,22.840795,3.68043,0.0,0.58428097,3.59065367,8.4941827,STATIONARY
1772124748979,0.64235553,3.74336944,8.89630643,-0.003924145,0.001666892,-0.001070902,22.767078,3.80759,0.0,0.61009424,3.5542834,8.44486349,STATIONARY
1772124748981,0.66227155,3.69559597,8.91972877,-0.002020716,-0.000987335,-0.00475776,22.449424,3.92398,0.0,0.62347223,3.49736801,8.48511919,STATIONARY
1772124748983,0.61099881,3.71591345,8.94724964,-0.004966218,-0.002154577,-0.001274706,22.506598,3.608652,0.0,0.57559643,3.53588472,8.51812563,STATIONARY
1772124748985,0.54687218,3.65961544,8.9627465,-0.002916859,-0.004245375,-0.000826461,22.173653,3.233126,0.0,0.5242336,3.47286661,8.53136777,STATIONARY
1772124748987,0.58181523,3.50675048,8.94547514,-0.005858839,-0.004977506,-0.002968919,21.364809,3.465234,0.0,0.5445471,3.33129446,8.48950916,STATIONARY
1772124748989,0.64765909,3.56381827,8.92962802,-0.004801026,-0.006948679,-0.002559849,21.705266,3.853769,0.0,0.61814364,3.39113548,8.48012539,STATIONARY
1772124748991,0.63799542,3.57983789,8.91062092,-0.00488008,-0.008595256,-0.003327351,21.837147,3.801045,0.0,0.60485992,3.40687269,8.47451622,STATIONARY
1772124748993,0.61073423,3.56849441,8.8920592,-0.006030808,-0.004181519,0.002023056,21.819646,3.6472,0.0,0.57278868,3.39672342,8.44607831,STATIONARY
1772124748995,0.58624708,3.5098471,8.91119199,-0.007197901,-0.004543285,0.007619059,21.455817,3.502757,0.0,0.55783476,3.34276837,8.46403807,STATIONARY
1772124748997,0.6150609,3.52945531,8.87605019,-0.008313375,-0.00478316,0.004218349,21.637574,3.684222,0.0,0.58725774,3.3583797,8.43093384,STATIONARY
1772124748999,0.59610145,3.4619915,8.85342331,-0.007411818,-0.008466767,0.006901285,21.313287,3.588112,0.0,0.57950337,3.28141133,8.40604098,STATIONARY
1772124749001,0.5218287,3.43527306,8.88410219,-0.009857299,-0.010125641,0.006231008,21.107144,3.135777,0.0,0.49655247,3.24892744,8.42486502,STATIONARY
1772124749003,0.55045022,3.47175272,8.88583129,-0.009662816,-0.012222299,0.007338952,21.303748,3.302268,0.0,0.53217553,3.30620108,8.42501574,STATIONARY
1772124749005,0.59624661,3.43761928,8.88864501,-0.011473822,-0.014091096,0.005567869,21.100385,3.579972,0.0,0.54129027,3.27564174,8.46740955,STATIONARY
1772124749007,0.62740099,3.39124063,8.90996309,-0.014366103,-0.012981422,0.005793014,20.790372,3.765207,0.0,0.58206228,3.22663348,8.47733656,STATIONARY
1772124749009,0.59075815,3.45560489,8.97182459,-0.010977483,-0.011212131,0.006034989,21.023247,3.516162,0.0,0.55700421,3.29309732,8.51913596,STATIONARY
1772124749011,0.53972183,3.43492618,8.94350604,-0.007214894,-0.01173206,0.006938939,20.975417,3.224393,0.0,0.515547,3.26132097,8.50712024,STATIONARY
1772124749013,0.58118684,3.38216497,8.90069735,-0.004624215,-0.012200212,0.004663164,20.765789,3.49292,0.0,0.55247578,3.21912686,8.44459385,STATIONARY
1772124749015,0.6593527,3.44180362,8.8717602,-0.003052895,-0.013587893,0.006549299,21.15063,3.963626,0.0,0.62788701,3.26975101,8.43581364,STATIONARY
1772124749017,0.6680326,3.4819826,8.84342751,-0.005406538,-0.009347874,0.008666806,21.435874,4.020588,0.0,0.64136798,3.30340633,8.39573428,STATIONARY
1772124749019,0.6354697,3.46833011,8.85366695,-0.005611912,-0.006708407,0.004714299,21.342289,3.823383,0.0,0.61426535,3.27808223,8.40460034,STATIONARY
1772124749021,0.64828931,3.49495419,8.82565134,-0.006308909,-0.007704332,0.002729552,21.550825,3.906958,0.0,0.61511474,3.33083054,8.38696665,STATIONARY
1772124749023,0.64929661,3.63233792,8.85664036,-0.005511274,-0.004324837,0.00508521,22.245947,3.880367,0.0,0.61516225,3.44997635,8.41537295,STATIONARY
1772124749025,0.72860841,3.6128448,8.83120543,-0.001259758,-0.00176958,0.003540599,22.181438,4.366686,0.0,0.69972566,3.43896334,8.39348428,STATIONARY
1772124749027,0.77217657,3.56210632,8.85249192,-0.005516836,-0.004880597,0.004689496,21.843997,4.626383,0.0,0.74629619,3.38137536,8.42171363,STATIONARY
1772124749029,0.79640169,3.59495818,8.85982814,-0.008496474,-0.003785362,0.002094117,22.005109,4.761373,0.0,0.76754948,3.42604026,8.39746701,STATIONARY
1772124749031,0.85989858,3.65946847,8.86131726,-0.011114711,-0.006069343,0.001015197,22.344641,5.125272,0.0,0.82029131,3.48465385,8.44492134,STATIONARY
1772124749033,0.90056693,3.62061029,8.83364686,-0.011871905,-0.004068168,0.000511532,22.183297,5.388846,0.0,0.8555651,3.43648091,8.39359983,STATIONARY
1772124749035,0.91503587,3.63851992,8.85980599,-0.008018431,-0.003058953,0.004271659,22.220224,5.457291,0.0,0.86870316,3.44113534,8.41297605,STATIONARY
1772124749037,0.91127964,3.62920459,8.89440129,-0.010428829,-0.004052388,0.00643797,22.092608,5.419002,0.0,0.86462545,3.44050054,8.44134123,STATIONARY
1772124749039,0.83671039,3.62794323,8.88800516,-0.008813874,-0.006136953,0.008508976,22.116206,4.981197,0.0,0.81167102,3.43550287,8.43349934,STATIONARY
1772124749041,0.76755511,3.70620797,8.87903172,-0.007435113,-0.003701671,0.00861483,22.580488,4.561113,0.0,0.71713718,3.53029906,8.42575637,STATIONARY
1772124749043,0.82236694,3.73814975,8.86680766,-0.008878593,-0.002879896,0.007462749,22.772055,4.884755,0.0,0.79567734,3.55418236,8.41980767,STATIONARY
1772124749045,0.83903658,3.69259569,8.86298149,-0.009454057,-0.004426373,0.008962074,22.527543,4.994191,0.0,0.79756479,3.50713918,8.41021393,STATIONARY
1772124749047,0.92643253,3.76138937,8.86088385,-0.007744781,-0.00377935,0.009576058,22.889102,5.497269,0.0,0.87737618,3.57573401,8.42216022,STATIONARY
1772124749049,0.82663275,3.75369179,8.85282365,-0.006957801,-0.003190622,0.008245596,22.888218,4.913439,0.0,0.79544341,3.56600878,8.42117623,STATIONARY
1772124749051,0.80909951,3.71997977,8.87925099,-0.007135231,-0.004590266,0.005205964,22.647039,4.804118,0.0,0.79566731,3.5325591,8.43634327,STATIONARY
1772124749053,0.77529002,3.73285074,8.91377135,-0.007752451,-0.005638537,0.008195212,22.645818,4.586788,0.0,0.72830926,3.54938231,8.45720132,STATIONARY
1772124749055,0.79615024,3.7451788,8.91795409,-0.006288743,-0.007684784,0.007726719,22.699354,4.705473,0.0,0.758393,3.5424844,8.48832115,STATIONARY
1772124749057,0.81706123,3.72714934,8.87897913,-0.005758506,-0.006205234,0.00582449,22.685228,4.849902,0.0,0.76786561,3.53361396,8.43908066,STATIONARY
1772124749059,0.75260492,3.8088163,8.86236351,-0.008432918,-0.005746502,0.005829541,23.182205,4.461244,0.0,0.73290899,3.62585046,8.41246862,STATIONARY
1772124749061,0.84175149,3.76081151,8.84346513,-0.00723989,-0.004388707,0.005261781,22.94542,5.005872,0.0,0.79875673,3.57442593,8.38757238,STATIONARY
1772124749063,0.77860687,3.79319627,8.89020483,-0.00528927,-0.004990057,0.004312199,23.027648,4.605478,0.0,0.75067868,3.59592346,8.45703152,STATIONARY
