timestamp,touch_type,start_x,start_y,end_x,end_y,pressure,touch_size,duration_ms,velocity,acceleration,hold_duration_ms,touch_area
1773662349217,SCROLL,292.27422,597.67195,287.39881,541.11725,1.0,1.0,363,155.798,297.6492,0,1.0
1773662350066,TAP,516.12908,517.17953,516.12908,517.17953,1.0,1.0,86,0.0,0.0,86,1.0
1773662353067,SWIPE_DOWN,191.67607,1759.26545,259.36999,2148.95888,1.0,1.0,577,685.4927,39.1144,0,1.0
1773662353351,SWIPE_UP,50.21808,1663.22544,52.01607,1434.97195,1.0,1.0,40,5706.5143,0,0,1.0
1773662351669,SCROLL,273.84724,1491.91208,258.18159,1367.53249,1.0,1.0,361,344.5418,334.9459,0,1.0
1773662357677,TAP,577.85878,664.52364,577.85878,664.52364,1.0,1.0,34,0.0,0.0,34,1.0
1773662358397,TAP,448.5796,1100.24544,448.5796,1100.24544,1.0,1.0,55,0.0,0.0,55,1.0
1773662356931,TAP,500.22201,693.80639,500.22201,693.80639,1.0,1.0,64,0.0,0.0,64,1.0
1773662359833,LONG_PRESS,732.22704,694.51609,732.22704,694.51609,1.0,1.0,834,0.0,0.0,834,1.0
1773662364013,SWIPE_UP,248.28738,556.65654,261.09374,355.32187,1.0,1.0,40,5043.5387,0,0,1.0
1773662353347,SWIPE_LEFT,859.79126,570.12002,620.34084,556.67732,1.0,1.0,671,357.418,239.2036,0,1.0
1773662359821,SWIPE_UP,181.25311,502.16466,199.79592,-10.53853,1.0,1.0,40,12825.96,1095.1857,0,1.0
1773662369113,SWIPE_DOWN,205.04863,1577.66902,209.85394,2075.92349,1.0,1.0,340,1465.5225,0,0,1.0
1773662367313,TAP,276.72768,760.52387,276.72768,760.52387,1.0,1.0,95,0.0,0.0,95,1.0
1773662355349,SWIPE_DOWN,846.60318,1242.65646,869.61741,1467.95327,1.0,1.0,40,5661.7306,1043.8766,0,1.0
1773662358247,TAP,650.36525,1394.65186,650.36525,1394.65186,1.0,1.0,77,0.0,0.0,77,1.0
