timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772124413177,52,84,50,true
1772124413274,48,47,50,true
1772124418407,37,84,2531,true
1772124413561,39,78,50,true
1772124415205,42,76,431,true
1772124418157,50,69,927,true
1772124416267,38,74,441,true
1772124413940,39,59,50,true
1772124415257,33,116,144,true
1772124414455,35,92,50,true
1772124415367,38,80,139,true
1772124415245,34,70,118,true
1772124429293,45,94,1249,true
1772124425670,41,76,885,true
1772124423047,38,68,637,true
1772124432002,53,72,1183,true
1772124416569,54,66,146,true
1772124421660,38,55,444,true
1772124432563,48,81,996,true
1772124415875,43,92,50,true
1772124415997,42,91,50,true
1772124442829,54,73,1339,true
1772124424089,29,81,415,true
1772124416213,34,82,50,true
1772124449033,37,74,1420,true
1772124416052,47,65,50,true
1772124437123,45,72,849,true
1772124416660,42,79,50,true
1772124417825,42,116,50,true
1772124479819,35,77,2221,true
1772124460667,37,60,1523,true
1772124419439,34,99,103,true
1772124447161,52,55,1007,true
1772124417071,30,68,50,true
1772124436399,52,82,601,true
1772124433407,54,88,490,true
1772124480857,47,68,1812,true
1772124466161,40,61,1371,true
1772124419295,36,81,80,true
1772124418832,42,95,50,true
1772124447697,53,95,768,true
1772124419163,43,89,57,true
1772124460973,49,85,1053,true
1772124438375,50,77,509,true
1772124417929,44,58,50,true
1772124439637,49,80,508,true
1772124418743,36,71,50,true
1772124421167,37,120,50,true
1772124439241,50,69,474,true
1772124515244,47,86,1997,true
1772124458277,46,96,806,true
1772124507425,49,83,1765,true
1772124447497,49,61,599,true
1772124426374,40,113,136,true
1772124421007,34,95,50,true
1772124421372,48,99,50,true
1772124420457,44,80,50,true
1772124568445,36,78,2646,true
1772124417817,40,30,50,true
1772124426983,41,30,204,true
1772124509537,53,70,1536,true
1772124456365,31,85,623,true
1772124474371,39,86,901,true
1772124430187,51,74,196,true
1772124428857,34,80,165,true
1772124421432,41,77,50,true
1772124449147,41,82,463,true
1772124573977,40,104,2296,true
1772124513613,39,63,1414,true
1772124419801,47,46,50,true
1772124528677,31,64,1586,true
1772124487869,37,72,980,true
1772124592241,44,66,2421,true
1772124529247,53,62,1528,true
1772124430345,41,48,184,true
1772124471077,34,83,689,true
1772124452393,40,88,428,true
1772124490177,54,83,917,true
1772124444221,36,100,298,true
1772124419971,49,36,50,true
1772124433417,45,63,190,true
1772124583358,30,107,1994,true
1772124464755,48,80,549,true
1772124427453,42,122,50,true
1772124470381,42,81,600,true
1772124425417,38,94,50,true
1772124519215,32,97,1136,true
1772124465116,37,76,521,true
1772124469937,44,84,561,true
1772124497015,54,80,862,true
1772124598667,40,81,1980,true
