timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772124002076,3,1772124002076,1772124002114,38,0,62.86753,130.10054,39.88791,1
1772124002164,8,1772124002164,1772124002218,54,50,99.42076,117.6242,53.77351,1
1772124002268,2,1772124002268,1772124002284,16,50,50,108.40922,37.168,1
1772124003082,9,1772124003082,1772124003104,22,798,87.29296,138.88996,22.82411,1
1772124003154,4,1772124003154,1772124003197,43,50,110.77225,99.31919,50.94361,1
1772124004197,6,1772124004197,1772124004232,35,1000,60.69305,107.41467,34.1822,1
1772124007227,3,1772124007227,1772124007262,35,1817,50,107.12038,56.99736,2
1772124009642,8,1772124009642,1772124009672,30,2380,108.24805,143.06733,45.90323,2
1772124009722,2,1772124009722,1772124009762,40,50,82.23975,124.17484,46.10179,2
1772124010731,9,1772124010731,1772124010782,51,969,65.78555,86.79534,39.24608,2
1772124011120,4,1772124011120,1772124011163,43,338,50,120.01665,12.3957,2
1772124011636,6,1772124011636,1772124011665,29,473,75.15215,91.18968,10.57326,2
1772124013722,3,1772124013722,1772124013757,35,819,50,138.0398,37.86377,3
1772124015252,8,1772124015252,1772124015321,69,1495,64.67461,128.94835,33.20745,3
1772124015371,2,1772124015371,1772124015407,36,50,91.71409,120.80541,3.71723,3
1772124016289,9,1772124016289,1772124016332,43,882,53.68676,132.89119,29.50819,3
1772124016382,4,1772124016382,1772124016416,34,50,102.92358,106.64783,4.50001,3
1772124016466,6,1772124016466,1772124016478,12,50,74.41395,137.40262,23.40715,3
