timestamp,digit,key_down_time,key_up_time,dwell_time_ms,flight_time_ms,touch_x,touch_y,touch_size,attempt_number
1772090385787,3,1772090385787,1772090385880,93,0,111.20215,128.84082,30.939959,1
1772090386760,8,1772090386760,1772090386812,52,880,91.71973,96.70508,8.911758,1
1772090388141,2,1772090388141,1772090388187,46,1329,80.84473,129.21582,34.935493,1
1772090389017,9,1772090389017,1772090389077,60,830,85.3291,77.95508,26.480444,1
1772090389280,4,1772090389280,1772090389339,59,203,110.4834,83.08594,19.899426,1
1772090389491,6,1772090389491,1772090389550,59,152,92.828125,71.83594,29.062866,1
1772090391525,3,1772090391525,1772090391567,42,1975,133.95117,101.96484,34.00798,2
1772090392818,8,1772090392818,1772090392873,55,1251,124.71777,113.203125,28.02304,2
1772090393208,2,1772090393208,1772090393260,52,335,111.96777,164.96387,66.05704,2
1772090394201,9,1772090394201,1772090394268,67,941,127.45117,90.203125,29.146965,2
1772090394537,4,1772090394537,1772090394604,67,269,108.484375,84.95996,17.268103,2
1772090394786,6,1772090394786,1772090394853,67,182,87.9541,124.208984,27.040314,2
1772090397884,3,1772090397884,1772090397947,63,3031,144.4502,137.83887,58.37465,3
1772090400960,8,1772090400960,1772090401033,73,3013,118.46777,86.5791,22.82935,3
1772090404881,2,1772090404881,1772090404920,39,3848,123.71777,133.33984,40.915497,3
1772090405987,9,1772090405987,1772090406046,59,1067,110.32715,63.0791,38.338005,3
1772090406361,4,1772090406361,1772090406417,56,315,129.48242,85.95996,32.6548,3
1772090406562,6,1772090406562,1772090406620,58,145,104.203125,85.45996,15.135356,3
1772090408323,3,1772090408323,1772090408400,77,1703,114.20215,116.96387,22.124056,4
1772090409183,5,1772090409183,1772090409243,60,783,111.96777,126.70703,29.265903,4
1772090410248,8,1772090410248,1772090410302,54,1005,95.84375,71.953125,28.353159,4
1772090410626,2,1772090410626,1772090410678,52,324,105.46875,175.33691,75.53514,4
1772090411253,9,1772090411253,1772090411323,70,575,88.0791,63.453125,38.44193,4
1772090411529,4,1772090411529,1772090411621,92,206,103.609375,95.83301,5.5128407,4
1772090411734,6,1772090411734,1772090411806,72,113,86.8291,101.83301,13.297838,4
1772090413458,3,1772090413458,1772090413522,64,1652,133.95117,102.71387,34.059467,5
1772090413917,8,1772090413917,1772090413997,80,395,114.34277,112.70215,19.158802,5
1772090414234,2,1772090414234,1772090414293,59,237,97.21875,117.58887,17.807404,5
1772090414812,9,1772090414812,1772090414895,83,519,76.5791,71.828125,36.635952,5
1772090415138,4,1772090415138,1772090415225,87,243,76.36035,117.70801,29.53653,5
1772090415300,6,1772090415300,1772090415377,77,75,75.9541,116.70801,29.280758,5
